,Catholic,Month,Neighbourhood Name,Neighbourhood Number,No Response(School),Public,Quarter,Year,﻿Ward
335,639,9,KING EDWARD PARK,6360,1371,2487,3,2014,Ward 11
335,639,10,KING EDWARD PARK,6360,1371,2487,4,2014,Ward 11
335,639,11,KING EDWARD PARK,6360,1371,2487,4,2014,Ward 11
335,639,12,KING EDWARD PARK,6360,1371,2487,4,2014,Ward 11
336,585,1,LEE RIDGE,6400,143,2091,1,2014,Ward 11
336,585,2,LEE RIDGE,6400,143,2091,1,2014,Ward 11
336,585,3,LEE RIDGE,6400,143,2091,1,2014,Ward 11
336,585,4,LEE RIDGE,6400,143,2091,2,2014,Ward 11
336,585,5,LEE RIDGE,6400,143,2091,2,2014,Ward 11
336,585,6,LEE RIDGE,6400,143,2091,2,2014,Ward 11
336,585,7,LEE RIDGE,6400,143,2091,3,2014,Ward 11
336,585,8,LEE RIDGE,6400,143,2091,3,2014,Ward 11
336,585,9,LEE RIDGE,6400,143,2091,3,2014,Ward 11
336,585,10,LEE RIDGE,6400,143,2091,4,2014,Ward 11
336,585,11,LEE RIDGE,6400,143,2091,4,2014,Ward 11
336,585,12,LEE RIDGE,6400,143,2091,4,2014,Ward 11
337,339,1,MAPLE RIDGE,6410,103,1363,1,2014,Ward 11
337,339,2,MAPLE RIDGE,6410,103,1363,1,2014,Ward 11
337,339,3,MAPLE RIDGE,6410,103,1363,1,2014,Ward 11
337,339,4,MAPLE RIDGE,6410,103,1363,2,2014,Ward 11
337,339,5,MAPLE RIDGE,6410,103,1363,2,2014,Ward 11
337,339,6,MAPLE RIDGE,6410,103,1363,2,2014,Ward 11
337,339,7,MAPLE RIDGE,6410,103,1363,3,2014,Ward 11
337,339,8,MAPLE RIDGE,6410,103,1363,3,2014,Ward 11
337,339,9,MAPLE RIDGE,6410,103,1363,3,2014,Ward 11
337,339,10,MAPLE RIDGE,6410,103,1363,4,2014,Ward 11
337,339,11,MAPLE RIDGE,6410,103,1363,4,2014,Ward 11
337,339,12,MAPLE RIDGE,6410,103,1363,4,2014,Ward 11
338,2,1,MAPLE RIDGE INDUSTRIAL,6420,2,52,1,2014,Ward 11
338,2,2,MAPLE RIDGE INDUSTRIAL,6420,2,52,1,2014,Ward 11
338,2,3,MAPLE RIDGE INDUSTRIAL,6420,2,52,1,2014,Ward 11
338,2,4,MAPLE RIDGE INDUSTRIAL,6420,2,52,2,2014,Ward 11
338,2,5,MAPLE RIDGE INDUSTRIAL,6420,2,52,2,2014,Ward 11
338,2,6,MAPLE RIDGE INDUSTRIAL,6420,2,52,2,2014,Ward 11
338,2,7,MAPLE RIDGE INDUSTRIAL,6420,2,52,3,2014,Ward 11
338,2,8,MAPLE RIDGE INDUSTRIAL,6420,2,52,3,2014,Ward 11
338,2,9,MAPLE RIDGE INDUSTRIAL,6420,2,52,3,2014,Ward 11
338,2,10,MAPLE RIDGE INDUSTRIAL,6420,2,52,4,2014,Ward 11
338,2,11,MAPLE RIDGE INDUSTRIAL,6420,2,52,4,2014,Ward 11
338,2,12,MAPLE RIDGE INDUSTRIAL,6420,2,52,4,2014,Ward 11
339,0,1,MCINTYRE INDUSTRIAL,6430,0,0,1,2014,Ward 11
339,0,2,MCINTYRE INDUSTRIAL,6430,0,0,1,2014,Ward 11
339,0,3,MCINTYRE INDUSTRIAL,6430,0,0,1,2014,Ward 11
339,0,4,MCINTYRE INDUSTRIAL,6430,0,0,2,2014,Ward 11
339,0,5,MCINTYRE INDUSTRIAL,6430,0,0,2,2014,Ward 11
339,0,6,MCINTYRE INDUSTRIAL,6430,0,0,2,2014,Ward 11
339,0,7,MCINTYRE INDUSTRIAL,6430,0,0,3,2014,Ward 11
339,0,8,MCINTYRE INDUSTRIAL,6430,0,0,3,2014,Ward 11
339,0,9,MCINTYRE INDUSTRIAL,6430,0,0,3,2014,Ward 11
339,0,10,MCINTYRE INDUSTRIAL,6430,0,0,4,2014,Ward 11
339,0,11,MCINTYRE INDUSTRIAL,6430,0,0,4,2014,Ward 11
339,0,12,MCINTYRE INDUSTRIAL,6430,0,0,4,2014,Ward 11
340,496,1,MENISA,6450,278,1764,1,2014,Ward 11
340,496,2,MENISA,6450,278,1764,1,2014,Ward 11
340,496,3,MENISA,6450,278,1764,1,2014,Ward 11
340,496,4,MENISA,6450,278,1764,2,2014,Ward 11
340,496,5,MENISA,6450,278,1764,2,2014,Ward 11
340,496,6,MENISA,6450,278,1764,2,2014,Ward 11
340,496,7,MENISA,6450,278,1764,3,2014,Ward 11
340,496,8,MENISA,6450,278,1764,3,2014,Ward 11
340,496,9,MENISA,6450,278,1764,3,2014,Ward 11
340,496,10,MENISA,6450,278,1764,4,2014,Ward 11
340,496,11,MENISA,6450,278,1764,4,2014,Ward 11
340,496,12,MENISA,6450,278,1764,4,2014,Ward 11
341,595,1,MEYOKUMIN,6460,618,1880,1,2014,Ward 11
341,595,2,MEYOKUMIN,6460,618,1880,1,2014,Ward 11
341,595,3,MEYOKUMIN,6460,618,1880,1,2014,Ward 11
341,595,4,MEYOKUMIN,6460,618,1880,2,2014,Ward 11
341,595,5,MEYOKUMIN,6460,618,1880,2,2014,Ward 11
341,595,6,MEYOKUMIN,6460,618,1880,2,2014,Ward 11
341,595,7,MEYOKUMIN,6460,618,1880,3,2014,Ward 11
341,595,8,MEYOKUMIN,6460,618,1880,3,2014,Ward 11
341,595,9,MEYOKUMIN,6460,618,1880,3,2014,Ward 11
341,595,10,MEYOKUMIN,6460,618,1880,4,2014,Ward 11
341,595,11,MEYOKUMIN,6460,618,1880,4,2014,Ward 11
341,595,12,MEYOKUMIN,6460,618,1880,4,2014,Ward 11
342,542,1,MEYONOHK,6470,427,2012,1,2014,Ward 11
342,542,2,MEYONOHK,6470,427,2012,1,2014,Ward 11
342,542,3,MEYONOHK,6470,427,2012,1,2014,Ward 11
342,542,4,MEYONOHK,6470,427,2012,2,2014,Ward 11
342,542,5,MEYONOHK,6470,427,2012,2,2014,Ward 11
342,542,6,MEYONOHK,6470,427,2012,2,2014,Ward 11
342,542,7,MEYONOHK,6470,427,2012,3,2014,Ward 11
342,542,8,MEYONOHK,6470,427,2012,3,2014,Ward 11
342,542,9,MEYONOHK,6470,427,2012,3,2014,Ward 11
342,542,10,MEYONOHK,6470,427,2012,4,2014,Ward 11
342,542,11,MEYONOHK,6470,427,2012,4,2014,Ward 11
342,542,12,MEYONOHK,6470,427,2012,4,2014,Ward 11
343,535,1,MICHAELS PARK,6480,141,1523,1,2014,Ward 11
343,535,2,MICHAELS PARK,6480,141,1523,1,2014,Ward 11
343,535,3,MICHAELS PARK,6480,141,1523,1,2014,Ward 11
343,535,4,MICHAELS PARK,6480,141,1523,2,2014,Ward 11
343,535,5,MICHAELS PARK,6480,141,1523,2,2014,Ward 11
343,535,6,MICHAELS PARK,6480,141,1523,2,2014,Ward 11
343,535,7,MICHAELS PARK,6480,141,1523,3,2014,Ward 11
343,535,8,MICHAELS PARK,6480,141,1523,3,2014,Ward 11
343,535,9,MICHAELS PARK,6480,141,1523,3,2014,Ward 11
343,535,10,MICHAELS PARK,6480,141,1523,4,2014,Ward 11
343,535,11,MICHAELS PARK,6480,141,1523,4,2014,Ward 11
343,535,12,MICHAELS PARK,6480,141,1523,4,2014,Ward 11
344,0,1,MILL CREEK RAVINE SOUTH,6492,0,0,1,2014,Ward 11
344,0,2,MILL CREEK RAVINE SOUTH,6492,0,0,1,2014,Ward 11
344,0,3,MILL CREEK RAVINE SOUTH,6492,0,0,1,2014,Ward 11
344,0,4,MILL CREEK RAVINE SOUTH,6492,0,0,2,2014,Ward 11
344,0,5,MILL CREEK RAVINE SOUTH,6492,0,0,2,2014,Ward 11
344,0,6,MILL CREEK RAVINE SOUTH,6492,0,0,2,2014,Ward 11
344,0,7,MILL CREEK RAVINE SOUTH,6492,0,0,3,2014,Ward 11
344,0,8,MILL CREEK RAVINE SOUTH,6492,0,0,3,2014,Ward 11
344,0,9,MILL CREEK RAVINE SOUTH,6492,0,0,3,2014,Ward 11
344,0,10,MILL CREEK RAVINE SOUTH,6492,0,0,4,2014,Ward 11
344,0,11,MILL CREEK RAVINE SOUTH,6492,0,0,4,2014,Ward 11
344,0,12,MILL CREEK RAVINE SOUTH,6492,0,0,4,2014,Ward 11
345,0,1,MILL WOODS GOLF COURSE,6500,0,0,1,2014,Ward 11
345,0,2,MILL WOODS GOLF COURSE,6500,0,0,1,2014,Ward 11
345,0,3,MILL WOODS GOLF COURSE,6500,0,0,1,2014,Ward 11
345,0,4,MILL WOODS GOLF COURSE,6500,0,0,2,2014,Ward 11
345,0,5,MILL WOODS GOLF COURSE,6500,0,0,2,2014,Ward 11
345,0,6,MILL WOODS GOLF COURSE,6500,0,0,2,2014,Ward 11
345,0,7,MILL WOODS GOLF COURSE,6500,0,0,3,2014,Ward 11
345,0,8,MILL WOODS GOLF COURSE,6500,0,0,3,2014,Ward 11
345,0,9,MILL WOODS GOLF COURSE,6500,0,0,3,2014,Ward 11
345,0,10,MILL WOODS GOLF COURSE,6500,0,0,4,2014,Ward 11
345,0,11,MILL WOODS GOLF COURSE,6500,0,0,4,2014,Ward 11
345,0,12,MILL WOODS GOLF COURSE,6500,0,0,4,2014,Ward 11
346,0,1,MILL WOODS PARK,6510,0,0,1,2014,Ward 11
346,0,2,MILL WOODS PARK,6510,0,0,1,2014,Ward 11
346,0,3,MILL WOODS PARK,6510,0,0,1,2014,Ward 11
346,0,4,MILL WOODS PARK,6510,0,0,2,2014,Ward 11
346,0,5,MILL WOODS PARK,6510,0,0,2,2014,Ward 11
346,0,6,MILL WOODS PARK,6510,0,0,2,2014,Ward 11
346,0,7,MILL WOODS PARK,6510,0,0,3,2014,Ward 11
346,0,8,MILL WOODS PARK,6510,0,0,3,2014,Ward 11
346,0,9,MILL WOODS PARK,6510,0,0,3,2014,Ward 11
346,0,10,MILL WOODS PARK,6510,0,0,4,2014,Ward 11
346,0,11,MILL WOODS PARK,6510,0,0,4,2014,Ward 11
346,0,12,MILL WOODS PARK,6510,0,0,4,2014,Ward 11
347,198,1,MILL WOODS TOWN CENTRE,6520,363,748,1,2014,Ward 11
347,198,2,MILL WOODS TOWN CENTRE,6520,363,748,1,2014,Ward 11
347,198,3,MILL WOODS TOWN CENTRE,6520,363,748,1,2014,Ward 11
347,198,4,MILL WOODS TOWN CENTRE,6520,363,748,2,2014,Ward 11
347,198,5,MILL WOODS TOWN CENTRE,6520,363,748,2,2014,Ward 11
347,198,6,MILL WOODS TOWN CENTRE,6520,363,748,2,2014,Ward 11
347,198,7,MILL WOODS TOWN CENTRE,6520,363,748,3,2014,Ward 11
347,198,8,MILL WOODS TOWN CENTRE,6520,363,748,3,2014,Ward 11
347,198,9,MILL WOODS TOWN CENTRE,6520,363,748,3,2014,Ward 11
347,198,10,MILL WOODS TOWN CENTRE,6520,363,748,4,2014,Ward 11
347,198,11,MILL WOODS TOWN CENTRE,6520,363,748,4,2014,Ward 11
347,198,12,MILL WOODS TOWN CENTRE,6520,363,748,4,2014,Ward 11
348,0,1,MORRIS INDUSTRIAL,6540,0,0,1,2014,Ward 11
348,0,2,MORRIS INDUSTRIAL,6540,0,0,1,2014,Ward 11
348,0,3,MORRIS INDUSTRIAL,6540,0,0,1,2014,Ward 11
348,0,4,MORRIS INDUSTRIAL,6540,0,0,2,2014,Ward 11
348,0,5,MORRIS INDUSTRIAL,6540,0,0,2,2014,Ward 11
348,0,6,MORRIS INDUSTRIAL,6540,0,0,2,2014,Ward 11
348,0,7,MORRIS INDUSTRIAL,6540,0,0,3,2014,Ward 11
348,0,8,MORRIS INDUSTRIAL,6540,0,0,3,2014,Ward 11
348,0,9,MORRIS INDUSTRIAL,6540,0,0,3,2014,Ward 11
348,0,10,MORRIS INDUSTRIAL,6540,0,0,4,2014,Ward 11
348,0,11,MORRIS INDUSTRIAL,6540,0,0,4,2014,Ward 11
348,0,12,MORRIS INDUSTRIAL,6540,0,0,4,2014,Ward 11
349,0,1,PAPASCHASE INDUSTRIAL,6560,0,0,1,2014,Ward 11
349,0,2,PAPASCHASE INDUSTRIAL,6560,0,0,1,2014,Ward 11
349,0,3,PAPASCHASE INDUSTRIAL,6560,0,0,1,2014,Ward 11
349,0,4,PAPASCHASE INDUSTRIAL,6560,0,0,2,2014,Ward 11
349,0,5,PAPASCHASE INDUSTRIAL,6560,0,0,2,2014,Ward 11
349,0,6,PAPASCHASE INDUSTRIAL,6560,0,0,2,2014,Ward 11
349,0,7,PAPASCHASE INDUSTRIAL,6560,0,0,3,2014,Ward 11
349,0,8,PAPASCHASE INDUSTRIAL,6560,0,0,3,2014,Ward 11
349,0,9,PAPASCHASE INDUSTRIAL,6560,0,0,3,2014,Ward 11
349,0,10,PAPASCHASE INDUSTRIAL,6560,0,0,4,2014,Ward 11
349,0,11,PAPASCHASE INDUSTRIAL,6560,0,0,4,2014,Ward 11
349,0,12,PAPASCHASE INDUSTRIAL,6560,0,0,4,2014,Ward 11
350,0,1,PARSONS INDUSTRIAL,6570,0,0,1,2014,Ward 11
350,0,2,PARSONS INDUSTRIAL,6570,0,0,1,2014,Ward 11
350,0,3,PARSONS INDUSTRIAL,6570,0,0,1,2014,Ward 11
350,0,4,PARSONS INDUSTRIAL,6570,0,0,2,2014,Ward 11
350,0,5,PARSONS INDUSTRIAL,6570,0,0,2,2014,Ward 11
350,0,6,PARSONS INDUSTRIAL,6570,0,0,2,2014,Ward 11
350,0,7,PARSONS INDUSTRIAL,6570,0,0,3,2014,Ward 11
350,0,8,PARSONS INDUSTRIAL,6570,0,0,3,2014,Ward 11
350,0,9,PARSONS INDUSTRIAL,6570,0,0,3,2014,Ward 11
350,0,10,PARSONS INDUSTRIAL,6570,0,0,4,2014,Ward 11
350,0,11,PARSONS INDUSTRIAL,6570,0,0,4,2014,Ward 11
350,0,12,PARSONS INDUSTRIAL,6570,0,0,4,2014,Ward 11
351,0,1,PYLYPOW INDUSTRIAL,6590,0,0,1,2014,Ward 11
351,0,2,PYLYPOW INDUSTRIAL,6590,0,0,1,2014,Ward 11
351,0,3,PYLYPOW INDUSTRIAL,6590,0,0,1,2014,Ward 11
351,0,4,PYLYPOW INDUSTRIAL,6590,0,0,2,2014,Ward 11
351,0,5,PYLYPOW INDUSTRIAL,6590,0,0,2,2014,Ward 11
351,0,6,PYLYPOW INDUSTRIAL,6590,0,0,2,2014,Ward 11
351,0,7,PYLYPOW INDUSTRIAL,6590,0,0,3,2014,Ward 11
351,0,8,PYLYPOW INDUSTRIAL,6590,0,0,3,2014,Ward 11
351,0,9,PYLYPOW INDUSTRIAL,6590,0,0,3,2014,Ward 11
351,0,10,PYLYPOW INDUSTRIAL,6590,0,0,4,2014,Ward 11
351,0,11,PYLYPOW INDUSTRIAL,6590,0,0,4,2014,Ward 11
351,0,12,PYLYPOW INDUSTRIAL,6590,0,0,4,2014,Ward 11
352,687,1,RICHFIELD,6600,309,2627,1,2014,Ward 11
352,687,2,RICHFIELD,6600,309,2627,1,2014,Ward 11
352,687,3,RICHFIELD,6600,309,2627,1,2014,Ward 11
352,687,4,RICHFIELD,6600,309,2627,2,2014,Ward 11
352,687,5,RICHFIELD,6600,309,2627,2,2014,Ward 11
352,687,6,RICHFIELD,6600,309,2627,2,2014,Ward 11
352,687,7,RICHFIELD,6600,309,2627,3,2014,Ward 11
352,687,8,RICHFIELD,6600,309,2627,3,2014,Ward 11
352,687,9,RICHFIELD,6600,309,2627,3,2014,Ward 11
352,687,10,RICHFIELD,6600,309,2627,4,2014,Ward 11
352,687,11,RICHFIELD,6600,309,2627,4,2014,Ward 11
352,687,12,RICHFIELD,6600,309,2627,4,2014,Ward 11
353,642,1,RITCHIE,6610,992,2609,1,2014,Ward 11
353,642,2,RITCHIE,6610,992,2609,1,2014,Ward 11
353,642,3,RITCHIE,6610,992,2609,1,2014,Ward 11
353,642,4,RITCHIE,6610,992,2609,2,2014,Ward 11
353,642,5,RITCHIE,6610,992,2609,2,2014,Ward 11
353,642,6,RITCHIE,6610,992,2609,2,2014,Ward 11
353,642,7,RITCHIE,6610,992,2609,3,2014,Ward 11
353,642,8,RITCHIE,6610,992,2609,3,2014,Ward 11
353,642,9,RITCHIE,6610,992,2609,3,2014,Ward 11
353,642,10,RITCHIE,6610,992,2609,4,2014,Ward 11
353,642,11,RITCHIE,6610,992,2609,4,2014,Ward 11
353,642,12,RITCHIE,6610,992,2609,4,2014,Ward 11
354,0,1,ROPER INDUSTRIAL,6640,0,0,1,2014,Ward 11
354,0,2,ROPER INDUSTRIAL,6640,0,0,1,2014,Ward 11
354,0,3,ROPER INDUSTRIAL,6640,0,0,1,2014,Ward 11
354,0,4,ROPER INDUSTRIAL,6640,0,0,2,2014,Ward 11
354,0,5,ROPER INDUSTRIAL,6640,0,0,2,2014,Ward 11
354,0,6,ROPER INDUSTRIAL,6640,0,0,2,2014,Ward 11
354,0,7,ROPER INDUSTRIAL,6640,0,0,3,2014,Ward 11
354,0,8,ROPER INDUSTRIAL,6640,0,0,3,2014,Ward 11
354,0,9,ROPER INDUSTRIAL,6640,0,0,3,2014,Ward 11
354,0,10,ROPER INDUSTRIAL,6640,0,0,4,2014,Ward 11
354,0,11,ROPER INDUSTRIAL,6640,0,0,4,2014,Ward 11
354,0,12,ROPER INDUSTRIAL,6640,0,0,4,2014,Ward 11
355,0,1,ROSEDALE INDUSTRIAL,6650,0,0,1,2014,Ward 11
355,0,2,ROSEDALE INDUSTRIAL,6650,0,0,1,2014,Ward 11
355,0,3,ROSEDALE INDUSTRIAL,6650,0,0,1,2014,Ward 11
355,0,4,ROSEDALE INDUSTRIAL,6650,0,0,2,2014,Ward 11
355,0,5,ROSEDALE INDUSTRIAL,6650,0,0,2,2014,Ward 11
355,0,6,ROSEDALE INDUSTRIAL,6650,0,0,2,2014,Ward 11
355,0,7,ROSEDALE INDUSTRIAL,6650,0,0,3,2014,Ward 11
355,0,8,ROSEDALE INDUSTRIAL,6650,0,0,3,2014,Ward 11
355,0,9,ROSEDALE INDUSTRIAL,6650,0,0,3,2014,Ward 11
355,0,10,ROSEDALE INDUSTRIAL,6650,0,0,4,2014,Ward 11
355,0,11,ROSEDALE INDUSTRIAL,6650,0,0,4,2014,Ward 11
355,0,12,ROSEDALE INDUSTRIAL,6650,0,0,4,2014,Ward 11
356,870,1,SAKAW,6670,440,2745,1,2014,Ward 11
356,870,2,SAKAW,6670,440,2745,1,2014,Ward 11
356,870,3,SAKAW,6670,440,2745,1,2014,Ward 11
356,870,4,SAKAW,6670,440,2745,2,2014,Ward 11
356,870,5,SAKAW,6670,440,2745,2,2014,Ward 11
356,870,6,SAKAW,6670,440,2745,2,2014,Ward 11
356,870,7,SAKAW,6670,440,2745,3,2014,Ward 11
356,870,8,SAKAW,6670,440,2745,3,2014,Ward 11
356,870,9,SAKAW,6670,440,2745,3,2014,Ward 11
356,870,10,SAKAW,6670,440,2745,4,2014,Ward 11
356,870,11,SAKAW,6670,440,2745,4,2014,Ward 11
356,870,12,SAKAW,6670,440,2745,4,2014,Ward 11
357,813,1,SATOO,6680,666,2035,1,2014,Ward 11
357,813,2,SATOO,6680,666,2035,1,2014,Ward 11
357,813,3,SATOO,6680,666,2035,1,2014,Ward 11
357,813,4,SATOO,6680,666,2035,2,2014,Ward 11
357,813,5,SATOO,6680,666,2035,2,2014,Ward 11
357,813,6,SATOO,6680,666,2035,2,2014,Ward 11
357,813,7,SATOO,6680,666,2035,3,2014,Ward 11
357,813,8,SATOO,6680,666,2035,3,2014,Ward 11
357,813,9,SATOO,6680,666,2035,3,2014,Ward 11
357,813,10,SATOO,6680,666,2035,4,2014,Ward 11
357,813,11,SATOO,6680,666,2035,4,2014,Ward 11
357,813,12,SATOO,6680,666,2035,4,2014,Ward 11
358,0,1,SOUTHEAST INDUSTRIAL,6690,0,0,1,2014,Ward 11
358,0,2,SOUTHEAST INDUSTRIAL,6690,0,0,1,2014,Ward 11
358,0,3,SOUTHEAST INDUSTRIAL,6690,0,0,1,2014,Ward 11
358,0,4,SOUTHEAST INDUSTRIAL,6690,0,0,2,2014,Ward 11
358,0,5,SOUTHEAST INDUSTRIAL,6690,0,0,2,2014,Ward 11
358,0,6,SOUTHEAST INDUSTRIAL,6690,0,0,2,2014,Ward 11
358,0,7,SOUTHEAST INDUSTRIAL,6690,0,0,3,2014,Ward 11
358,0,8,SOUTHEAST INDUSTRIAL,6690,0,0,3,2014,Ward 11
358,0,9,SOUTHEAST INDUSTRIAL,6690,0,0,3,2014,Ward 11
358,0,10,SOUTHEAST INDUSTRIAL,6690,0,0,4,2014,Ward 11
358,0,11,SOUTHEAST INDUSTRIAL,6690,0,0,4,2014,Ward 11
358,0,12,SOUTHEAST INDUSTRIAL,6690,0,0,4,2014,Ward 11
359,0,1,STRATHCONA INDUSTRIAL PARK,6700,0,0,1,2014,Ward 11
359,0,2,STRATHCONA INDUSTRIAL PARK,6700,0,0,1,2014,Ward 11
359,0,3,STRATHCONA INDUSTRIAL PARK,6700,0,0,1,2014,Ward 11
359,0,4,STRATHCONA INDUSTRIAL PARK,6700,0,0,2,2014,Ward 11
359,0,5,STRATHCONA INDUSTRIAL PARK,6700,0,0,2,2014,Ward 11
359,0,6,STRATHCONA INDUSTRIAL PARK,6700,0,0,2,2014,Ward 11
359,0,7,STRATHCONA INDUSTRIAL PARK,6700,0,0,3,2014,Ward 11
359,0,8,STRATHCONA INDUSTRIAL PARK,6700,0,0,3,2014,Ward 11
359,0,9,STRATHCONA INDUSTRIAL PARK,6700,0,0,3,2014,Ward 11
359,0,10,STRATHCONA INDUSTRIAL PARK,6700,0,0,4,2014,Ward 11
359,0,11,STRATHCONA INDUSTRIAL PARK,6700,0,0,4,2014,Ward 11
359,0,12,STRATHCONA INDUSTRIAL PARK,6700,0,0,4,2014,Ward 11
360,482,1,TAWA,6720,325,1108,1,2014,Ward 11
360,482,2,TAWA,6720,325,1108,1,2014,Ward 11
360,482,3,TAWA,6720,325,1108,1,2014,Ward 11
360,482,4,TAWA,6720,325,1108,2,2014,Ward 11
360,482,5,TAWA,6720,325,1108,2,2014,Ward 11
360,482,6,TAWA,6720,325,1108,2,2014,Ward 11
360,482,7,TAWA,6720,325,1108,3,2014,Ward 11
360,482,8,TAWA,6720,325,1108,3,2014,Ward 11
360,482,9,TAWA,6720,325,1108,3,2014,Ward 11
360,482,10,TAWA,6720,325,1108,4,2014,Ward 11
360,482,11,TAWA,6720,325,1108,4,2014,Ward 11
360,482,12,TAWA,6720,325,1108,4,2014,Ward 11
361,741,1,TIPASKAN,6750,517,1879,1,2014,Ward 11
361,741,2,TIPASKAN,6750,517,1879,1,2014,Ward 11
361,741,3,TIPASKAN,6750,517,1879,1,2014,Ward 11
361,741,4,TIPASKAN,6750,517,1879,2,2014,Ward 11
361,741,5,TIPASKAN,6750,517,1879,2,2014,Ward 11
361,741,6,TIPASKAN,6750,517,1879,2,2014,Ward 11
361,741,7,TIPASKAN,6750,517,1879,3,2014,Ward 11
361,741,8,TIPASKAN,6750,517,1879,3,2014,Ward 11
361,741,9,TIPASKAN,6750,517,1879,3,2014,Ward 11
361,741,10,TIPASKAN,6750,517,1879,4,2014,Ward 11
361,741,11,TIPASKAN,6750,517,1879,4,2014,Ward 11
361,741,12,TIPASKAN,6750,517,1879,4,2014,Ward 11
362,742,1,TWEDDLE PLACE,6760,298,2278,1,2014,Ward 11
362,742,2,TWEDDLE PLACE,6760,298,2278,1,2014,Ward 11
362,742,3,TWEDDLE PLACE,6760,298,2278,1,2014,Ward 11
362,742,4,TWEDDLE PLACE,6760,298,2278,2,2014,Ward 11
362,742,5,TWEDDLE PLACE,6760,298,2278,2,2014,Ward 11
362,742,6,TWEDDLE PLACE,6760,298,2278,2,2014,Ward 11
362,742,7,TWEDDLE PLACE,6760,298,2278,3,2014,Ward 11
362,742,8,TWEDDLE PLACE,6760,298,2278,3,2014,Ward 11
362,742,9,TWEDDLE PLACE,6760,298,2278,3,2014,Ward 11
362,742,10,TWEDDLE PLACE,6760,298,2278,4,2014,Ward 11
362,742,11,TWEDDLE PLACE,6760,298,2278,4,2014,Ward 11
362,742,12,TWEDDLE PLACE,6760,298,2278,4,2014,Ward 11
363,13,1,WEIR INDUSTRIAL,6780,2,55,1,2014,Ward 11
363,13,2,WEIR INDUSTRIAL,6780,2,55,1,2014,Ward 11
363,13,3,WEIR INDUSTRIAL,6780,2,55,1,2014,Ward 11
363,13,4,WEIR INDUSTRIAL,6780,2,55,2,2014,Ward 11
363,13,5,WEIR INDUSTRIAL,6780,2,55,2,2014,Ward 11
363,13,6,WEIR INDUSTRIAL,6780,2,55,2,2014,Ward 11
363,13,7,WEIR INDUSTRIAL,6780,2,55,3,2014,Ward 11
363,13,8,WEIR INDUSTRIAL,6780,2,55,3,2014,Ward 11
363,13,9,WEIR INDUSTRIAL,6780,2,55,3,2014,Ward 11
363,13,10,WEIR INDUSTRIAL,6780,2,55,4,2014,Ward 11
363,13,11,WEIR INDUSTRIAL,6780,2,55,4,2014,Ward 11
363,13,12,WEIR INDUSTRIAL,6780,2,55,4,2014,Ward 11
364,573,1,BISSET,6030,810,2434,1,2014,Ward 12
364,573,2,BISSET,6030,810,2434,1,2014,Ward 12
364,573,3,BISSET,6030,810,2434,1,2014,Ward 12
364,573,4,BISSET,6030,810,2434,2,2014,Ward 12
364,573,5,BISSET,6030,810,2434,2,2014,Ward 12
364,573,6,BISSET,6030,810,2434,2,2014,Ward 12
364,573,7,BISSET,6030,810,2434,3,2014,Ward 12
364,573,8,BISSET,6030,810,2434,3,2014,Ward 12
364,573,9,BISSET,6030,810,2434,3,2014,Ward 12
364,573,10,BISSET,6030,810,2434,4,2014,Ward 12
364,573,11,BISSET,6030,810,2434,4,2014,Ward 12
364,573,12,BISSET,6030,810,2434,4,2014,Ward 12
365,869,1,CRAWFORD PLAINS,6140,456,3180,1,2014,Ward 12
365,869,2,CRAWFORD PLAINS,6140,456,3180,1,2014,Ward 12
365,869,3,CRAWFORD PLAINS,6140,456,3180,1,2014,Ward 12
365,869,4,CRAWFORD PLAINS,6140,456,3180,2,2014,Ward 12
365,869,5,CRAWFORD PLAINS,6140,456,3180,2,2014,Ward 12
365,869,6,CRAWFORD PLAINS,6140,456,3180,2,2014,Ward 12
365,869,7,CRAWFORD PLAINS,6140,456,3180,3,2014,Ward 12
365,869,8,CRAWFORD PLAINS,6140,456,3180,3,2014,Ward 12
365,869,9,CRAWFORD PLAINS,6140,456,3180,3,2014,Ward 12
365,869,10,CRAWFORD PLAINS,6140,456,3180,4,2014,Ward 12
365,869,11,CRAWFORD PLAINS,6140,456,3180,4,2014,Ward 12
365,869,12,CRAWFORD PLAINS,6140,456,3180,4,2014,Ward 12
366,738,1,DALY GROVE,6150,379,2519,1,2014,Ward 12
366,738,2,DALY GROVE,6150,379,2519,1,2014,Ward 12
366,738,3,DALY GROVE,6150,379,2519,1,2014,Ward 12
366,738,4,DALY GROVE,6150,379,2519,2,2014,Ward 12
366,738,5,DALY GROVE,6150,379,2519,2,2014,Ward 12
366,738,6,DALY GROVE,6150,379,2519,2,2014,Ward 12
366,738,7,DALY GROVE,6150,379,2519,3,2014,Ward 12
366,738,8,DALY GROVE,6150,379,2519,3,2014,Ward 12
366,738,9,DALY GROVE,6150,379,2519,3,2014,Ward 12
366,738,10,DALY GROVE,6150,379,2519,4,2014,Ward 12
366,738,11,DALY GROVE,6150,379,2519,4,2014,Ward 12
366,738,12,DALY GROVE,6150,379,2519,4,2014,Ward 12
367,1444,1,ELLERSLIE,6211,983,3519,1,2014,Ward 12
367,1444,2,ELLERSLIE,6211,983,3519,1,2014,Ward 12
367,1444,3,ELLERSLIE,6211,983,3519,1,2014,Ward 12
367,1444,4,ELLERSLIE,6211,983,3519,2,2014,Ward 12
