,Common Law,Married,Month,Neighbourhood Name,Neighbourhood Number,Never Married,No Response(Marital),Quarter,Separated/Divorced,Ward,Widowed,Year
69,0,0,8,ANTHONY HENDAY SOUTH WEST,4012,0,0,3,0,WARD 5,0,2016
69,0,0,9,ANTHONY HENDAY SOUTH WEST,4012,0,0,3,0,WARD 5,0,2016
69,0,0,10,ANTHONY HENDAY SOUTH WEST,4012,0,0,4,0,WARD 5,0,2016
69,0,0,11,ANTHONY HENDAY SOUTH WEST,4012,0,0,4,0,WARD 5,0,2016
69,0,0,12,ANTHONY HENDAY SOUTH WEST,4012,0,0,4,0,WARD 5,0,2016
70,0,0,1,RIVER VALLEY FORT EDMONTON,5401,0,0,1,0,WARD 9,0,2016
70,0,0,2,RIVER VALLEY FORT EDMONTON,5401,0,0,1,0,WARD 9,0,2016
70,0,0,3,RIVER VALLEY FORT EDMONTON,5401,0,0,1,0,WARD 9,0,2016
70,0,0,4,RIVER VALLEY FORT EDMONTON,5401,0,0,2,0,WARD 9,0,2016
70,0,0,5,RIVER VALLEY FORT EDMONTON,5401,0,0,2,0,WARD 9,0,2016
70,0,0,6,RIVER VALLEY FORT EDMONTON,5401,0,0,2,0,WARD 9,0,2016
70,0,0,7,RIVER VALLEY FORT EDMONTON,5401,0,0,3,0,WARD 9,0,2016
70,0,0,8,RIVER VALLEY FORT EDMONTON,5401,0,0,3,0,WARD 9,0,2016
70,0,0,9,RIVER VALLEY FORT EDMONTON,5401,0,0,3,0,WARD 9,0,2016
70,0,0,10,RIVER VALLEY FORT EDMONTON,5401,0,0,4,0,WARD 9,0,2016
70,0,0,11,RIVER VALLEY FORT EDMONTON,5401,0,0,4,0,WARD 9,0,2016
70,0,0,12,RIVER VALLEY FORT EDMONTON,5401,0,0,4,0,WARD 9,0,2016
71,198,856,1,GOLD BAR,6270,814,663,1,148,WARD 8,120,2016
71,198,856,2,GOLD BAR,6270,814,663,1,148,WARD 8,120,2016
71,198,856,3,GOLD BAR,6270,814,663,1,148,WARD 8,120,2016
71,198,856,4,GOLD BAR,6270,814,663,2,148,WARD 8,120,2016
71,198,856,5,GOLD BAR,6270,814,663,2,148,WARD 8,120,2016
71,198,856,6,GOLD BAR,6270,814,663,2,148,WARD 8,120,2016
71,198,856,7,GOLD BAR,6270,814,663,3,148,WARD 8,120,2016
71,198,856,8,GOLD BAR,6270,814,663,3,148,WARD 8,120,2016
71,198,856,9,GOLD BAR,6270,814,663,3,148,WARD 8,120,2016
71,198,856,10,GOLD BAR,6270,814,663,4,148,WARD 8,120,2016
71,198,856,11,GOLD BAR,6270,814,663,4,148,WARD 8,120,2016
71,198,856,12,GOLD BAR,6270,814,663,4,148,WARD 8,120,2016
72,0,0,1,CAVANAGH,5467,0,0,1,0,WARD 9,0,2016
72,0,0,2,CAVANAGH,5467,0,0,1,0,WARD 9,0,2016
72,0,0,3,CAVANAGH,5467,0,0,1,0,WARD 9,0,2016
72,0,0,4,CAVANAGH,5467,0,0,2,0,WARD 9,0,2016
72,0,0,5,CAVANAGH,5467,0,0,2,0,WARD 9,0,2016
72,0,0,6,CAVANAGH,5467,0,0,2,0,WARD 9,0,2016
72,0,0,7,CAVANAGH,5467,0,0,3,0,WARD 9,0,2016
72,0,0,8,CAVANAGH,5467,0,0,3,0,WARD 9,0,2016
72,0,0,9,CAVANAGH,5467,0,0,3,0,WARD 9,0,2016
72,0,0,10,CAVANAGH,5467,0,0,4,0,WARD 9,0,2016
72,0,0,11,CAVANAGH,5467,0,0,4,0,WARD 9,0,2016
72,0,0,12,CAVANAGH,5467,0,0,4,0,WARD 9,0,2016
73,108,944,1,MEADOWLARK PARK,4310,749,511,1,172,WARD 1,218,2016
73,108,944,2,MEADOWLARK PARK,4310,749,511,1,172,WARD 1,218,2016
73,108,944,3,MEADOWLARK PARK,4310,749,511,1,172,WARD 1,218,2016
73,108,944,4,MEADOWLARK PARK,4310,749,511,2,172,WARD 1,218,2016
73,108,944,5,MEADOWLARK PARK,4310,749,511,2,172,WARD 1,218,2016
73,108,944,6,MEADOWLARK PARK,4310,749,511,2,172,WARD 1,218,2016
73,108,944,7,MEADOWLARK PARK,4310,749,511,3,172,WARD 1,218,2016
73,108,944,8,MEADOWLARK PARK,4310,749,511,3,172,WARD 1,218,2016
73,108,944,9,MEADOWLARK PARK,4310,749,511,3,172,WARD 1,218,2016
73,108,944,10,MEADOWLARK PARK,4310,749,511,4,172,WARD 1,218,2016
73,108,944,11,MEADOWLARK PARK,4310,749,511,4,172,WARD 1,218,2016
73,108,944,12,MEADOWLARK PARK,4310,749,511,4,172,WARD 1,218,2016
74,85,400,1,PRINCE RUPERT,1170,425,318,1,30,WARD 2,34,2016
74,85,400,2,PRINCE RUPERT,1170,425,318,1,30,WARD 2,34,2016
74,85,400,3,PRINCE RUPERT,1170,425,318,1,30,WARD 2,34,2016
74,85,400,4,PRINCE RUPERT,1170,425,318,2,30,WARD 2,34,2016
74,85,400,5,PRINCE RUPERT,1170,425,318,2,30,WARD 2,34,2016
74,85,400,6,PRINCE RUPERT,1170,425,318,2,30,WARD 2,34,2016
74,85,400,7,PRINCE RUPERT,1170,425,318,3,30,WARD 2,34,2016
74,85,400,8,PRINCE RUPERT,1170,425,318,3,30,WARD 2,34,2016
74,85,400,9,PRINCE RUPERT,1170,425,318,3,30,WARD 2,34,2016
74,85,400,10,PRINCE RUPERT,1170,425,318,4,30,WARD 2,34,2016
74,85,400,11,PRINCE RUPERT,1170,425,318,4,30,WARD 2,34,2016
74,85,400,12,PRINCE RUPERT,1170,425,318,4,30,WARD 2,34,2016
75,0,0,1,UNIVERSITY OF ALBERTA,5520,0,0,1,0,WARD 8,0,2016
75,0,0,2,UNIVERSITY OF ALBERTA,5520,0,0,1,0,WARD 8,0,2016
75,0,0,3,UNIVERSITY OF ALBERTA,5520,0,0,1,0,WARD 8,0,2016
75,0,0,4,UNIVERSITY OF ALBERTA,5520,0,0,2,0,WARD 8,0,2016
75,0,0,5,UNIVERSITY OF ALBERTA,5520,0,0,2,0,WARD 8,0,2016
75,0,0,6,UNIVERSITY OF ALBERTA,5520,0,0,2,0,WARD 8,0,2016
75,0,0,7,UNIVERSITY OF ALBERTA,5520,0,0,3,0,WARD 8,0,2016
75,0,0,8,UNIVERSITY OF ALBERTA,5520,0,0,3,0,WARD 8,0,2016
75,0,0,9,UNIVERSITY OF ALBERTA,5520,0,0,3,0,WARD 8,0,2016
75,0,0,10,UNIVERSITY OF ALBERTA,5520,0,0,4,0,WARD 8,0,2016
75,0,0,11,UNIVERSITY OF ALBERTA,5520,0,0,4,0,WARD 8,0,2016
75,0,0,12,UNIVERSITY OF ALBERTA,5520,0,0,4,0,WARD 8,0,2016
76,112,692,1,PARKALLEN,5310,689,731,1,110,WARD 10,40,2016
76,112,692,2,PARKALLEN,5310,689,731,1,110,WARD 10,40,2016
76,112,692,3,PARKALLEN,5310,689,731,1,110,WARD 10,40,2016
76,112,692,4,PARKALLEN,5310,689,731,2,110,WARD 10,40,2016
76,112,692,5,PARKALLEN,5310,689,731,2,110,WARD 10,40,2016
76,112,692,6,PARKALLEN,5310,689,731,2,110,WARD 10,40,2016
76,112,692,7,PARKALLEN,5310,689,731,3,110,WARD 10,40,2016
76,112,692,8,PARKALLEN,5310,689,731,3,110,WARD 10,40,2016
76,112,692,9,PARKALLEN,5310,689,731,3,110,WARD 10,40,2016
76,112,692,10,PARKALLEN,5310,689,731,4,110,WARD 10,40,2016
76,112,692,11,PARKALLEN,5310,689,731,4,110,WARD 10,40,2016
76,112,692,12,PARKALLEN,5310,689,731,4,110,WARD 10,40,2016
77,199,1466,1,SAKAW,6670,1374,637,1,214,WARD 11,94,2016
77,199,1466,2,SAKAW,6670,1374,637,1,214,WARD 11,94,2016
77,199,1466,3,SAKAW,6670,1374,637,1,214,WARD 11,94,2016
77,199,1466,4,SAKAW,6670,1374,637,2,214,WARD 11,94,2016
77,199,1466,5,SAKAW,6670,1374,637,2,214,WARD 11,94,2016
77,199,1466,6,SAKAW,6670,1374,637,2,214,WARD 11,94,2016
77,199,1466,7,SAKAW,6670,1374,637,3,214,WARD 11,94,2016
77,199,1466,8,SAKAW,6670,1374,637,3,214,WARD 11,94,2016
77,199,1466,9,SAKAW,6670,1374,637,3,214,WARD 11,94,2016
77,199,1466,10,SAKAW,6670,1374,637,4,214,WARD 11,94,2016
77,199,1466,11,SAKAW,6670,1374,637,4,214,WARD 11,94,2016
77,199,1466,12,SAKAW,6670,1374,637,4,214,WARD 11,94,2016
78,27,633,1,FALCONER HEIGHTS,5190,408,756,1,58,WARD 9,85,2016
78,27,633,2,FALCONER HEIGHTS,5190,408,756,1,58,WARD 9,85,2016
78,27,633,3,FALCONER HEIGHTS,5190,408,756,1,58,WARD 9,85,2016
78,27,633,4,FALCONER HEIGHTS,5190,408,756,2,58,WARD 9,85,2016
78,27,633,5,FALCONER HEIGHTS,5190,408,756,2,58,WARD 9,85,2016
78,27,633,6,FALCONER HEIGHTS,5190,408,756,2,58,WARD 9,85,2016
78,27,633,7,FALCONER HEIGHTS,5190,408,756,3,58,WARD 9,85,2016
78,27,633,8,FALCONER HEIGHTS,5190,408,756,3,58,WARD 9,85,2016
78,27,633,9,FALCONER HEIGHTS,5190,408,756,3,58,WARD 9,85,2016
78,27,633,10,FALCONER HEIGHTS,5190,408,756,4,58,WARD 9,85,2016
78,27,633,11,FALCONER HEIGHTS,5190,408,756,4,58,WARD 9,85,2016
78,27,633,12,FALCONER HEIGHTS,5190,408,756,4,58,WARD 9,85,2016
79,198,1799,1,ALDERGROVE,4020,1651,1015,1,185,WARD 1,132,2016
79,198,1799,2,ALDERGROVE,4020,1651,1015,1,185,WARD 1,132,2016
79,198,1799,3,ALDERGROVE,4020,1651,1015,1,185,WARD 1,132,2016
79,198,1799,4,ALDERGROVE,4020,1651,1015,2,185,WARD 1,132,2016
79,198,1799,5,ALDERGROVE,4020,1651,1015,2,185,WARD 1,132,2016
79,198,1799,6,ALDERGROVE,4020,1651,1015,2,185,WARD 1,132,2016
79,198,1799,7,ALDERGROVE,4020,1651,1015,3,185,WARD 1,132,2016
79,198,1799,8,ALDERGROVE,4020,1651,1015,3,185,WARD 1,132,2016
79,198,1799,9,ALDERGROVE,4020,1651,1015,3,185,WARD 1,132,2016
79,198,1799,10,ALDERGROVE,4020,1651,1015,4,185,WARD 1,132,2016
79,198,1799,11,ALDERGROVE,4020,1651,1015,4,185,WARD 1,132,2016
79,198,1799,12,ALDERGROVE,4020,1651,1015,4,185,WARD 1,132,2016
80,116,914,1,ROYAL GARDENS,5430,965,1144,1,132,WARD 10,122,2016
80,116,914,2,ROYAL GARDENS,5430,965,1144,1,132,WARD 10,122,2016
80,116,914,3,ROYAL GARDENS,5430,965,1144,1,132,WARD 10,122,2016
80,116,914,4,ROYAL GARDENS,5430,965,1144,2,132,WARD 10,122,2016
80,116,914,5,ROYAL GARDENS,5430,965,1144,2,132,WARD 10,122,2016
80,116,914,6,ROYAL GARDENS,5430,965,1144,2,132,WARD 10,122,2016
80,116,914,7,ROYAL GARDENS,5430,965,1144,3,132,WARD 10,122,2016
80,116,914,8,ROYAL GARDENS,5430,965,1144,3,132,WARD 10,122,2016
80,116,914,9,ROYAL GARDENS,5430,965,1144,3,132,WARD 10,122,2016
80,116,914,10,ROYAL GARDENS,5430,965,1144,4,132,WARD 10,122,2016
80,116,914,11,ROYAL GARDENS,5430,965,1144,4,132,WARD 10,122,2016
80,116,914,12,ROYAL GARDENS,5430,965,1144,4,132,WARD 10,122,2016
81,179,1703,1,DUGGAN,5160,1596,709,1,212,WARD 10,134,2016
81,179,1703,2,DUGGAN,5160,1596,709,1,212,WARD 10,134,2016
81,179,1703,3,DUGGAN,5160,1596,709,1,212,WARD 10,134,2016
81,179,1703,4,DUGGAN,5160,1596,709,2,212,WARD 10,134,2016
81,179,1703,5,DUGGAN,5160,1596,709,2,212,WARD 10,134,2016
81,179,1703,6,DUGGAN,5160,1596,709,2,212,WARD 10,134,2016
81,179,1703,7,DUGGAN,5160,1596,709,3,212,WARD 10,134,2016
81,179,1703,8,DUGGAN,5160,1596,709,3,212,WARD 10,134,2016
81,179,1703,9,DUGGAN,5160,1596,709,3,212,WARD 10,134,2016
81,179,1703,10,DUGGAN,5160,1596,709,4,212,WARD 10,134,2016
81,179,1703,11,DUGGAN,5160,1596,709,4,212,WARD 10,134,2016
81,179,1703,12,DUGGAN,5160,1596,709,4,212,WARD 10,134,2016
82,232,943,1,CALLINGWOOD SOUTH,4080,1318,2528,1,318,WARD 5,169,2016
82,232,943,2,CALLINGWOOD SOUTH,4080,1318,2528,1,318,WARD 5,169,2016
82,232,943,3,CALLINGWOOD SOUTH,4080,1318,2528,1,318,WARD 5,169,2016
82,232,943,4,CALLINGWOOD SOUTH,4080,1318,2528,2,318,WARD 5,169,2016
82,232,943,5,CALLINGWOOD SOUTH,4080,1318,2528,2,318,WARD 5,169,2016
82,232,943,6,CALLINGWOOD SOUTH,4080,1318,2528,2,318,WARD 5,169,2016
82,232,943,7,CALLINGWOOD SOUTH,4080,1318,2528,3,318,WARD 5,169,2016
82,232,943,8,CALLINGWOOD SOUTH,4080,1318,2528,3,318,WARD 5,169,2016
82,232,943,9,CALLINGWOOD SOUTH,4080,1318,2528,3,318,WARD 5,169,2016
82,232,943,10,CALLINGWOOD SOUTH,4080,1318,2528,4,318,WARD 5,169,2016
82,232,943,11,CALLINGWOOD SOUTH,4080,1318,2528,4,318,WARD 5,169,2016
82,232,943,12,CALLINGWOOD SOUTH,4080,1318,2528,4,318,WARD 5,169,2016
83,147,599,1,HAIRSINE,2320,872,574,1,178,WARD 4,64,2016
83,147,599,2,HAIRSINE,2320,872,574,1,178,WARD 4,64,2016
83,147,599,3,HAIRSINE,2320,872,574,1,178,WARD 4,64,2016
83,147,599,4,HAIRSINE,2320,872,574,2,178,WARD 4,64,2016
83,147,599,5,HAIRSINE,2320,872,574,2,178,WARD 4,64,2016
83,147,599,6,HAIRSINE,2320,872,574,2,178,WARD 4,64,2016
83,147,599,7,HAIRSINE,2320,872,574,3,178,WARD 4,64,2016
83,147,599,8,HAIRSINE,2320,872,574,3,178,WARD 4,64,2016
83,147,599,9,HAIRSINE,2320,872,574,3,178,WARD 4,64,2016
83,147,599,10,HAIRSINE,2320,872,574,4,178,WARD 4,64,2016
83,147,599,11,HAIRSINE,2320,872,574,4,178,WARD 4,64,2016
83,147,599,12,HAIRSINE,2320,872,574,4,178,WARD 4,64,2016
84,0,0,1,CALGARY TRAIL NORTH,5110,0,0,1,0,WARD 10,0,2016
84,0,0,2,CALGARY TRAIL NORTH,5110,0,0,1,0,WARD 10,0,2016
84,0,0,3,CALGARY TRAIL NORTH,5110,0,0,1,0,WARD 10,0,2016
84,0,0,4,CALGARY TRAIL NORTH,5110,0,0,2,0,WARD 10,0,2016
84,0,0,5,CALGARY TRAIL NORTH,5110,0,0,2,0,WARD 10,0,2016
84,0,0,6,CALGARY TRAIL NORTH,5110,0,0,2,0,WARD 10,0,2016
84,0,0,7,CALGARY TRAIL NORTH,5110,0,0,3,0,WARD 10,0,2016
84,0,0,8,CALGARY TRAIL NORTH,5110,0,0,3,0,WARD 10,0,2016
84,0,0,9,CALGARY TRAIL NORTH,5110,0,0,3,0,WARD 10,0,2016
84,0,0,10,CALGARY TRAIL NORTH,5110,0,0,4,0,WARD 10,0,2016
84,0,0,11,CALGARY TRAIL NORTH,5110,0,0,4,0,WARD 10,0,2016
84,0,0,12,CALGARY TRAIL NORTH,5110,0,0,4,0,WARD 10,0,2016
85,0,0,1,RIVER VALLEY HIGHLANDS,2640,0,0,1,0,WARD 7,0,2016
85,0,0,2,RIVER VALLEY HIGHLANDS,2640,0,0,1,0,WARD 7,0,2016
85,0,0,3,RIVER VALLEY HIGHLANDS,2640,0,0,1,0,WARD 7,0,2016
85,0,0,4,RIVER VALLEY HIGHLANDS,2640,0,0,2,0,WARD 7,0,2016
85,0,0,5,RIVER VALLEY HIGHLANDS,2640,0,0,2,0,WARD 7,0,2016
85,0,0,6,RIVER VALLEY HIGHLANDS,2640,0,0,2,0,WARD 7,0,2016
85,0,0,7,RIVER VALLEY HIGHLANDS,2640,0,0,3,0,WARD 7,0,2016
85,0,0,8,RIVER VALLEY HIGHLANDS,2640,0,0,3,0,WARD 7,0,2016
85,0,0,9,RIVER VALLEY HIGHLANDS,2640,0,0,3,0,WARD 7,0,2016
85,0,0,10,RIVER VALLEY HIGHLANDS,2640,0,0,4,0,WARD 7,0,2016
85,0,0,11,RIVER VALLEY HIGHLANDS,2640,0,0,4,0,WARD 7,0,2016
85,0,0,12,RIVER VALLEY HIGHLANDS,2640,0,0,4,0,WARD 7,0,2016
86,6,67,1,HAYS RIDGE AREA,5465,39,46,1,0,WARD 9,2,2016
86,6,67,2,HAYS RIDGE AREA,5465,39,46,1,0,WARD 9,2,2016
86,6,67,3,HAYS RIDGE AREA,5465,39,46,1,0,WARD 9,2,2016
86,6,67,4,HAYS RIDGE AREA,5465,39,46,2,0,WARD 9,2,2016
86,6,67,5,HAYS RIDGE AREA,5465,39,46,2,0,WARD 9,2,2016
86,6,67,6,HAYS RIDGE AREA,5465,39,46,2,0,WARD 9,2,2016
86,6,67,7,HAYS RIDGE AREA,5465,39,46,3,0,WARD 9,2,2016
86,6,67,8,HAYS RIDGE AREA,5465,39,46,3,0,WARD 9,2,2016
86,6,67,9,HAYS RIDGE AREA,5465,39,46,3,0,WARD 9,2,2016
86,6,67,10,HAYS RIDGE AREA,5465,39,46,4,0,WARD 9,2,2016
86,6,67,11,HAYS RIDGE AREA,5465,39,46,4,0,WARD 9,2,2016
86,6,67,12,HAYS RIDGE AREA,5465,39,46,4,0,WARD 9,2,2016
87,89,1554,1,MATT BERRY,2500,1346,855,1,88,WARD 4,85,2016
87,89,1554,2,MATT BERRY,2500,1346,855,1,88,WARD 4,85,2016
87,89,1554,3,MATT BERRY,2500,1346,855,1,88,WARD 4,85,2016
87,89,1554,4,MATT BERRY,2500,1346,855,2,88,WARD 4,85,2016
87,89,1554,5,MATT BERRY,2500,1346,855,2,88,WARD 4,85,2016
87,89,1554,6,MATT BERRY,2500,1346,855,2,88,WARD 4,85,2016
87,89,1554,7,MATT BERRY,2500,1346,855,3,88,WARD 4,85,2016
87,89,1554,8,MATT BERRY,2500,1346,855,3,88,WARD 4,85,2016
87,89,1554,9,MATT BERRY,2500,1346,855,3,88,WARD 4,85,2016
87,89,1554,10,MATT BERRY,2500,1346,855,4,88,WARD 4,85,2016
87,89,1554,11,MATT BERRY,2500,1346,855,4,88,WARD 4,85,2016
87,89,1554,12,MATT BERRY,2500,1346,855,4,88,WARD 4,85,2016
88,31,108,1,CRYSTALLINA NERA WEST,2463,91,678,1,1,WARD 3,0,2016
88,31,108,2,CRYSTALLINA NERA WEST,2463,91,678,1,1,WARD 3,0,2016
88,31,108,3,CRYSTALLINA NERA WEST,2463,91,678,1,1,WARD 3,0,2016
88,31,108,4,CRYSTALLINA NERA WEST,2463,91,678,2,1,WARD 3,0,2016
88,31,108,5,CRYSTALLINA NERA WEST,2463,91,678,2,1,WARD 3,0,2016
88,31,108,6,CRYSTALLINA NERA WEST,2463,91,678,2,1,WARD 3,0,2016
88,31,108,7,CRYSTALLINA NERA WEST,2463,91,678,3,1,WARD 3,0,2016
88,31,108,8,CRYSTALLINA NERA WEST,2463,91,678,3,1,WARD 3,0,2016
88,31,108,9,CRYSTALLINA NERA WEST,2463,91,678,3,1,WARD 3,0,2016
88,31,108,10,CRYSTALLINA NERA WEST,2463,91,678,4,1,WARD 3,0,2016
88,31,108,11,CRYSTALLINA NERA WEST,2463,91,678,4,1,WARD 3,0,2016
88,31,108,12,CRYSTALLINA NERA WEST,2463,91,678,4,1,WARD 3,0,2016
89,70,840,1,BELGRAVIA,5040,808,481,1,79,WARD 8,56,2016
89,70,840,2,BELGRAVIA,5040,808,481,1,79,WARD 8,56,2016
89,70,840,3,BELGRAVIA,5040,808,481,1,79,WARD 8,56,2016
89,70,840,4,BELGRAVIA,5040,808,481,2,79,WARD 8,56,2016
89,70,840,5,BELGRAVIA,5040,808,481,2,79,WARD 8,56,2016
89,70,840,6,BELGRAVIA,5040,808,481,2,79,WARD 8,56,2016
89,70,840,7,BELGRAVIA,5040,808,481,3,79,WARD 8,56,2016
89,70,840,8,BELGRAVIA,5040,808,481,3,79,WARD 8,56,2016
89,70,840,9,BELGRAVIA,5040,808,481,3,79,WARD 8,56,2016
89,70,840,10,BELGRAVIA,5040,808,481,4,79,WARD 8,56,2016
89,70,840,11,BELGRAVIA,5040,808,481,4,79,WARD 8,56,2016
89,70,840,12,BELGRAVIA,5040,808,481,4,79,WARD 8,56,2016
90,127,909,1,DELWOOD,2230,831,1155,1,132,WARD 7,159,2016
90,127,909,2,DELWOOD,2230,831,1155,1,132,WARD 7,159,2016
90,127,909,3,DELWOOD,2230,831,1155,1,132,WARD 7,159,2016
90,127,909,4,DELWOOD,2230,831,1155,2,132,WARD 7,159,2016
90,127,909,5,DELWOOD,2230,831,1155,2,132,WARD 7,159,2016
90,127,909,6,DELWOOD,2230,831,1155,2,132,WARD 7,159,2016
90,127,909,7,DELWOOD,2230,831,1155,3,132,WARD 7,159,2016
90,127,909,8,DELWOOD,2230,831,1155,3,132,WARD 7,159,2016
90,127,909,9,DELWOOD,2230,831,1155,3,132,WARD 7,159,2016
90,127,909,10,DELWOOD,2230,831,1155,4,132,WARD 7,159,2016
90,127,909,11,DELWOOD,2230,831,1155,4,132,WARD 7,159,2016
90,127,909,12,DELWOOD,2230,831,1155,4,132,WARD 7,159,2016
91,193,735,1,CENTRAL MCDOUGALL,1030,1508,2094,1,293,WARD 6,88,2016
91,193,735,2,CENTRAL MCDOUGALL,1030,1508,2094,1,293,WARD 6,88,2016
91,193,735,3,CENTRAL MCDOUGALL,1030,1508,2094,1,293,WARD 6,88,2016
91,193,735,4,CENTRAL MCDOUGALL,1030,1508,2094,2,293,WARD 6,88,2016
91,193,735,5,CENTRAL MCDOUGALL,1030,1508,2094,2,293,WARD 6,88,2016
91,193,735,6,CENTRAL MCDOUGALL,1030,1508,2094,2,293,WARD 6,88,2016
91,193,735,7,CENTRAL MCDOUGALL,1030,1508,2094,3,293,WARD 6,88,2016
91,193,735,8,CENTRAL MCDOUGALL,1030,1508,2094,3,293,WARD 6,88,2016
91,193,735,9,CENTRAL MCDOUGALL,1030,1508,2094,3,293,WARD 6,88,2016
91,193,735,10,CENTRAL MCDOUGALL,1030,1508,2094,4,293,WARD 6,88,2016
91,193,735,11,CENTRAL MCDOUGALL,1030,1508,2094,4,293,WARD 6,88,2016
91,193,735,12,CENTRAL MCDOUGALL,1030,1508,2094,4,293,WARD 6,88,2016
92,26,18,1,CPR IRVINE,6110,39,79,1,4,WARD 11,0,2016
92,26,18,2,CPR IRVINE,6110,39,79,1,4,WARD 11,0,2016
92,26,18,3,CPR IRVINE,6110,39,79,1,4,WARD 11,0,2016
92,26,18,4,CPR IRVINE,6110,39,79,2,4,WARD 11,0,2016
92,26,18,5,CPR IRVINE,6110,39,79,2,4,WARD 11,0,2016
92,26,18,6,CPR IRVINE,6110,39,79,2,4,WARD 11,0,2016
92,26,18,7,CPR IRVINE,6110,39,79,3,4,WARD 11,0,2016
92,26,18,8,CPR IRVINE,6110,39,79,3,4,WARD 11,0,2016
92,26,18,9,CPR IRVINE,6110,39,79,3,4,WARD 11,0,2016
92,26,18,10,CPR IRVINE,6110,39,79,4,4,WARD 11,0,2016
92,26,18,11,CPR IRVINE,6110,39,79,4,4,WARD 11,0,2016
92,26,18,12,CPR IRVINE,6110,39,79,4,4,WARD 11,0,2016
93,168,875,1,BALWIN,2020,1126,1320,1,209,WARD 7,124,2016
93,168,875,2,BALWIN,2020,1126,1320,1,209,WARD 7,124,2016
93,168,875,3,BALWIN,2020,1126,1320,1,209,WARD 7,124,2016
93,168,875,4,BALWIN,2020,1126,1320,2,209,WARD 7,124,2016
93,168,875,5,BALWIN,2020,1126,1320,2,209,WARD 7,124,2016
93,168,875,6,BALWIN,2020,1126,1320,2,209,WARD 7,124,2016
93,168,875,7,BALWIN,2020,1126,1320,3,209,WARD 7,124,2016
93,168,875,8,BALWIN,2020,1126,1320,3,209,WARD 7,124,2016
93,168,875,9,BALWIN,2020,1126,1320,3,209,WARD 7,124,2016
93,168,875,10,BALWIN,2020,1126,1320,4,209,WARD 7,124,2016
93,168,875,11,BALWIN,2020,1126,1320,4,209,WARD 7,124,2016
93,168,875,12,BALWIN,2020,1126,1320,4,209,WARD 7,124,2016
94,103,442,1,MAYFIELD,4290,460,777,1,108,WARD 1,73,2016
94,103,442,2,MAYFIELD,4290,460,777,1,108,WARD 1,73,2016
94,103,442,3,MAYFIELD,4290,460,777,1,108,WARD 1,73,2016
94,103,442,4,MAYFIELD,4290,460,777,2,108,WARD 1,73,2016
94,103,442,5,MAYFIELD,4290,460,777,2,108,WARD 1,73,2016
94,103,442,6,MAYFIELD,4290,460,777,2,108,WARD 1,73,2016
94,103,442,7,MAYFIELD,4290,460,777,3,108,WARD 1,73,2016
94,103,442,8,MAYFIELD,4290,460,777,3,108,WARD 1,73,2016
94,103,442,9,MAYFIELD,4290,460,777,3,108,WARD 1,73,2016
94,103,442,10,MAYFIELD,4290,460,777,4,108,WARD 1,73,2016
94,103,442,11,MAYFIELD,4290,460,777,4,108,WARD 1,73,2016
94,103,442,12,MAYFIELD,4290,460,777,4,108,WARD 1,73,2016
95,93,572,1,WOODCROFT,3450,508,558,1,218,WARD 2,195,2016
95,93,572,2,WOODCROFT,3450,508,558,1,218,WARD 2,195,2016
95,93,572,3,WOODCROFT,3450,508,558,1,218,WARD 2,195,2016
95,93,572,4,WOODCROFT,3450,508,558,2,218,WARD 2,195,2016
95,93,572,5,WOODCROFT,3450,508,558,2,218,WARD 2,195,2016
95,93,572,6,WOODCROFT,3450,508,558,2,218,WARD 2,195,2016
95,93,572,7,WOODCROFT,3450,508,558,3,218,WARD 2,195,2016
95,93,572,8,WOODCROFT,3450,508,558,3,218,WARD 2,195,2016
95,93,572,9,WOODCROFT,3450,508,558,3,218,WARD 2,195,2016
95,93,572,10,WOODCROFT,3450,508,558,4,218,WARD 2,195,2016
95,93,572,11,WOODCROFT,3450,508,558,4,218,WARD 2,195,2016
95,93,572,12,WOODCROFT,3450,508,558,4,218,WARD 2,195,2016
96,0,0,1,SUNWAPTA INDUSTRIAL,4530,0,0,1,0,WARD 1,0,2016
96,0,0,2,SUNWAPTA INDUSTRIAL,4530,0,0,1,0,WARD 1,0,2016
96,0,0,3,SUNWAPTA INDUSTRIAL,4530,0,0,1,0,WARD 1,0,2016
96,0,0,4,SUNWAPTA INDUSTRIAL,4530,0,0,2,0,WARD 1,0,2016
96,0,0,5,SUNWAPTA INDUSTRIAL,4530,0,0,2,0,WARD 1,0,2016
96,0,0,6,SUNWAPTA INDUSTRIAL,4530,0,0,2,0,WARD 1,0,2016
96,0,0,7,SUNWAPTA INDUSTRIAL,4530,0,0,3,0,WARD 1,0,2016
96,0,0,8,SUNWAPTA INDUSTRIAL,4530,0,0,3,0,WARD 1,0,2016
96,0,0,9,SUNWAPTA INDUSTRIAL,4530,0,0,3,0,WARD 1,0,2016
96,0,0,10,SUNWAPTA INDUSTRIAL,4530,0,0,4,0,WARD 1,0,2016
96,0,0,11,SUNWAPTA INDUSTRIAL,4530,0,0,4,0,WARD 1,0,2016
96,0,0,12,SUNWAPTA INDUSTRIAL,4530,0,0,4,0,WARD 1,0,2016
97,0,0,1,RAMPART INDUSTRIAL,3360,0,0,1,0,WARD 2,0,2016
97,0,0,2,RAMPART INDUSTRIAL,3360,0,0,1,0,WARD 2,0,2016
