,Common Law,Married,Month,Neighbourhood Name,Neighbourhood Number,Never Married,No Response(Marital),Quarter,Separated/Divorced,Ward,Widowed,Year
26,58,851,11,POTTER GREENS,4710,279,253,4,43,Ward 1,36,2011
26,58,851,12,POTTER GREENS,4710,279,253,4,43,Ward 1,36,2011
27,0,0,1,POUNDMAKER INDUSTRIAL,4410,0,0,1,0,Ward 1,0,2011
27,0,0,2,POUNDMAKER INDUSTRIAL,4410,0,0,1,0,Ward 1,0,2011
27,0,0,3,POUNDMAKER INDUSTRIAL,4410,0,0,1,0,Ward 1,0,2011
27,0,0,4,POUNDMAKER INDUSTRIAL,4410,0,0,2,0,Ward 1,0,2011
27,0,0,5,POUNDMAKER INDUSTRIAL,4410,0,0,2,0,Ward 1,0,2011
27,0,0,6,POUNDMAKER INDUSTRIAL,4410,0,0,2,0,Ward 1,0,2011
27,0,0,7,POUNDMAKER INDUSTRIAL,4410,0,0,3,0,Ward 1,0,2011
27,0,0,8,POUNDMAKER INDUSTRIAL,4410,0,0,3,0,Ward 1,0,2011
27,0,0,9,POUNDMAKER INDUSTRIAL,4410,0,0,3,0,Ward 1,0,2011
27,0,0,10,POUNDMAKER INDUSTRIAL,4410,0,0,4,0,Ward 1,0,2011
27,0,0,11,POUNDMAKER INDUSTRIAL,4410,0,0,4,0,Ward 1,0,2011
27,0,0,12,POUNDMAKER INDUSTRIAL,4410,0,0,4,0,Ward 1,0,2011
28,0,0,1,RIVER VALLEY CAPITOL HILL,3380,0,0,1,0,Ward 1,0,2011
28,0,0,2,RIVER VALLEY CAPITOL HILL,3380,0,0,1,0,Ward 1,0,2011
28,0,0,3,RIVER VALLEY CAPITOL HILL,3380,0,0,1,0,Ward 1,0,2011
28,0,0,4,RIVER VALLEY CAPITOL HILL,3380,0,0,2,0,Ward 1,0,2011
28,0,0,5,RIVER VALLEY CAPITOL HILL,3380,0,0,2,0,Ward 1,0,2011
28,0,0,6,RIVER VALLEY CAPITOL HILL,3380,0,0,2,0,Ward 1,0,2011
28,0,0,7,RIVER VALLEY CAPITOL HILL,3380,0,0,3,0,Ward 1,0,2011
28,0,0,8,RIVER VALLEY CAPITOL HILL,3380,0,0,3,0,Ward 1,0,2011
28,0,0,9,RIVER VALLEY CAPITOL HILL,3380,0,0,3,0,Ward 1,0,2011
28,0,0,10,RIVER VALLEY CAPITOL HILL,3380,0,0,4,0,Ward 1,0,2011
28,0,0,11,RIVER VALLEY CAPITOL HILL,3380,0,0,4,0,Ward 1,0,2011
28,0,0,12,RIVER VALLEY CAPITOL HILL,3380,0,0,4,0,Ward 1,0,2011
29,2,64,1,RURAL WEST BIG LAKE,4470,24,60,1,2,Ward 1,0,2011
29,2,64,2,RURAL WEST BIG LAKE,4470,24,60,1,2,Ward 1,0,2011
29,2,64,3,RURAL WEST BIG LAKE,4470,24,60,1,2,Ward 1,0,2011
29,2,64,4,RURAL WEST BIG LAKE,4470,24,60,2,2,Ward 1,0,2011
29,2,64,5,RURAL WEST BIG LAKE,4470,24,60,2,2,Ward 1,0,2011
29,2,64,6,RURAL WEST BIG LAKE,4470,24,60,2,2,Ward 1,0,2011
29,2,64,7,RURAL WEST BIG LAKE,4470,24,60,3,2,Ward 1,0,2011
29,2,64,8,RURAL WEST BIG LAKE,4470,24,60,3,2,Ward 1,0,2011
29,2,64,9,RURAL WEST BIG LAKE,4470,24,60,3,2,Ward 1,0,2011
29,2,64,10,RURAL WEST BIG LAKE,4470,24,60,4,2,Ward 1,0,2011
29,2,64,11,RURAL WEST BIG LAKE,4470,24,60,4,2,Ward 1,0,2011
29,2,64,12,RURAL WEST BIG LAKE,4470,24,60,4,2,Ward 1,0,2011
30,0,0,1,RURAL WEST LEWIS FARMS,4480,0,0,1,0,Ward 1,0,2011
30,0,0,2,RURAL WEST LEWIS FARMS,4480,0,0,1,0,Ward 1,0,2011
30,0,0,3,RURAL WEST LEWIS FARMS,4480,0,0,1,0,Ward 1,0,2011
30,0,0,4,RURAL WEST LEWIS FARMS,4480,0,0,2,0,Ward 1,0,2011
30,0,0,5,RURAL WEST LEWIS FARMS,4480,0,0,2,0,Ward 1,0,2011
30,0,0,6,RURAL WEST LEWIS FARMS,4480,0,0,2,0,Ward 1,0,2011
30,0,0,7,RURAL WEST LEWIS FARMS,4480,0,0,3,0,Ward 1,0,2011
30,0,0,8,RURAL WEST LEWIS FARMS,4480,0,0,3,0,Ward 1,0,2011
30,0,0,9,RURAL WEST LEWIS FARMS,4480,0,0,3,0,Ward 1,0,2011
30,0,0,10,RURAL WEST LEWIS FARMS,4480,0,0,4,0,Ward 1,0,2011
30,0,0,11,RURAL WEST LEWIS FARMS,4480,0,0,4,0,Ward 1,0,2011
30,0,0,12,RURAL WEST LEWIS FARMS,4480,0,0,4,0,Ward 1,0,2011
31,49,373,1,SECORD,4487,42,442,1,6,Ward 1,2,2011
31,49,373,2,SECORD,4487,42,442,1,6,Ward 1,2,2011
31,49,373,3,SECORD,4487,42,442,1,6,Ward 1,2,2011
31,49,373,4,SECORD,4487,42,442,2,6,Ward 1,2,2011
31,49,373,5,SECORD,4487,42,442,2,6,Ward 1,2,2011
31,49,373,6,SECORD,4487,42,442,2,6,Ward 1,2,2011
31,49,373,7,SECORD,4487,42,442,3,6,Ward 1,2,2011
31,49,373,8,SECORD,4487,42,442,3,6,Ward 1,2,2011
31,49,373,9,SECORD,4487,42,442,3,6,Ward 1,2,2011
31,49,373,10,SECORD,4487,42,442,4,6,Ward 1,2,2011
31,49,373,11,SECORD,4487,42,442,4,6,Ward 1,2,2011
31,49,373,12,SECORD,4487,42,442,4,6,Ward 1,2,2011
32,0,0,1,SHEFFIELD INDUSTRIAL,4490,0,0,1,0,Ward 1,0,2011
32,0,0,2,SHEFFIELD INDUSTRIAL,4490,0,0,1,0,Ward 1,0,2011
32,0,0,3,SHEFFIELD INDUSTRIAL,4490,0,0,1,0,Ward 1,0,2011
32,0,0,4,SHEFFIELD INDUSTRIAL,4490,0,0,2,0,Ward 1,0,2011
32,0,0,5,SHEFFIELD INDUSTRIAL,4490,0,0,2,0,Ward 1,0,2011
32,0,0,6,SHEFFIELD INDUSTRIAL,4490,0,0,2,0,Ward 1,0,2011
32,0,0,7,SHEFFIELD INDUSTRIAL,4490,0,0,3,0,Ward 1,0,2011
32,0,0,8,SHEFFIELD INDUSTRIAL,4490,0,0,3,0,Ward 1,0,2011
32,0,0,9,SHEFFIELD INDUSTRIAL,4490,0,0,3,0,Ward 1,0,2011
32,0,0,10,SHEFFIELD INDUSTRIAL,4490,0,0,4,0,Ward 1,0,2011
32,0,0,11,SHEFFIELD INDUSTRIAL,4490,0,0,4,0,Ward 1,0,2011
32,0,0,12,SHEFFIELD INDUSTRIAL,4490,0,0,4,0,Ward 1,0,2011
33,80,305,1,SHERWOOD,4500,311,435,1,72,Ward 1,51,2011
33,80,305,2,SHERWOOD,4500,311,435,1,72,Ward 1,51,2011
33,80,305,3,SHERWOOD,4500,311,435,1,72,Ward 1,51,2011
33,80,305,4,SHERWOOD,4500,311,435,2,72,Ward 1,51,2011
33,80,305,5,SHERWOOD,4500,311,435,2,72,Ward 1,51,2011
33,80,305,6,SHERWOOD,4500,311,435,2,72,Ward 1,51,2011
33,80,305,7,SHERWOOD,4500,311,435,3,72,Ward 1,51,2011
33,80,305,8,SHERWOOD,4500,311,435,3,72,Ward 1,51,2011
33,80,305,9,SHERWOOD,4500,311,435,3,72,Ward 1,51,2011
33,80,305,10,SHERWOOD,4500,311,435,4,72,Ward 1,51,2011
33,80,305,11,SHERWOOD,4500,311,435,4,72,Ward 1,51,2011
33,80,305,12,SHERWOOD,4500,311,435,4,72,Ward 1,51,2011
34,0,0,1,STEWART GREENS,4486,0,0,1,0,Ward 1,0,2011
34,0,0,2,STEWART GREENS,4486,0,0,1,0,Ward 1,0,2011
34,0,0,3,STEWART GREENS,4486,0,0,1,0,Ward 1,0,2011
34,0,0,4,STEWART GREENS,4486,0,0,2,0,Ward 1,0,2011
34,0,0,5,STEWART GREENS,4486,0,0,2,0,Ward 1,0,2011
34,0,0,6,STEWART GREENS,4486,0,0,2,0,Ward 1,0,2011
34,0,0,7,STEWART GREENS,4486,0,0,3,0,Ward 1,0,2011
34,0,0,8,STEWART GREENS,4486,0,0,3,0,Ward 1,0,2011
34,0,0,9,STEWART GREENS,4486,0,0,3,0,Ward 1,0,2011
34,0,0,10,STEWART GREENS,4486,0,0,4,0,Ward 1,0,2011
34,0,0,11,STEWART GREENS,4486,0,0,4,0,Ward 1,0,2011
34,0,0,12,STEWART GREENS,4486,0,0,4,0,Ward 1,0,2011
35,0,0,1,STONE INDUSTRIAL,4510,0,0,1,0,Ward 1,0,2011
35,0,0,2,STONE INDUSTRIAL,4510,0,0,1,0,Ward 1,0,2011
35,0,0,3,STONE INDUSTRIAL,4510,0,0,1,0,Ward 1,0,2011
35,0,0,4,STONE INDUSTRIAL,4510,0,0,2,0,Ward 1,0,2011
35,0,0,5,STONE INDUSTRIAL,4510,0,0,2,0,Ward 1,0,2011
35,0,0,6,STONE INDUSTRIAL,4510,0,0,2,0,Ward 1,0,2011
35,0,0,7,STONE INDUSTRIAL,4510,0,0,3,0,Ward 1,0,2011
35,0,0,8,STONE INDUSTRIAL,4510,0,0,3,0,Ward 1,0,2011
35,0,0,9,STONE INDUSTRIAL,4510,0,0,3,0,Ward 1,0,2011
35,0,0,10,STONE INDUSTRIAL,4510,0,0,4,0,Ward 1,0,2011
35,0,0,11,STONE INDUSTRIAL,4510,0,0,4,0,Ward 1,0,2011
35,0,0,12,STONE INDUSTRIAL,4510,0,0,4,0,Ward 1,0,2011
36,122,1218,1,SUDER GREENS,4730,1037,277,1,108,Ward 1,49,2011
36,122,1218,2,SUDER GREENS,4730,1037,277,1,108,Ward 1,49,2011
36,122,1218,3,SUDER GREENS,4730,1037,277,1,108,Ward 1,49,2011
36,122,1218,4,SUDER GREENS,4730,1037,277,2,108,Ward 1,49,2011
36,122,1218,5,SUDER GREENS,4730,1037,277,2,108,Ward 1,49,2011
36,122,1218,6,SUDER GREENS,4730,1037,277,2,108,Ward 1,49,2011
36,122,1218,7,SUDER GREENS,4730,1037,277,3,108,Ward 1,49,2011
36,122,1218,8,SUDER GREENS,4730,1037,277,3,108,Ward 1,49,2011
36,122,1218,9,SUDER GREENS,4730,1037,277,3,108,Ward 1,49,2011
36,122,1218,10,SUDER GREENS,4730,1037,277,4,108,Ward 1,49,2011
36,122,1218,11,SUDER GREENS,4730,1037,277,4,108,Ward 1,49,2011
36,122,1218,12,SUDER GREENS,4730,1037,277,4,108,Ward 1,49,2011
37,93,740,1,SUMMERLEA,4520,714,297,1,118,Ward 1,96,2011
37,93,740,2,SUMMERLEA,4520,714,297,1,118,Ward 1,96,2011
37,93,740,3,SUMMERLEA,4520,714,297,1,118,Ward 1,96,2011
37,93,740,4,SUMMERLEA,4520,714,297,2,118,Ward 1,96,2011
37,93,740,5,SUMMERLEA,4520,714,297,2,118,Ward 1,96,2011
37,93,740,6,SUMMERLEA,4520,714,297,2,118,Ward 1,96,2011
37,93,740,7,SUMMERLEA,4520,714,297,3,118,Ward 1,96,2011
37,93,740,8,SUMMERLEA,4520,714,297,3,118,Ward 1,96,2011
37,93,740,9,SUMMERLEA,4520,714,297,3,118,Ward 1,96,2011
37,93,740,10,SUMMERLEA,4520,714,297,4,118,Ward 1,96,2011
37,93,740,11,SUMMERLEA,4520,714,297,4,118,Ward 1,96,2011
37,93,740,12,SUMMERLEA,4520,714,297,4,118,Ward 1,96,2011
38,0,0,1,SUNWAPTA INDUSTRIAL,4530,0,0,1,0,Ward 1,0,2011
38,0,0,2,SUNWAPTA INDUSTRIAL,4530,0,0,1,0,Ward 1,0,2011
38,0,0,3,SUNWAPTA INDUSTRIAL,4530,0,0,1,0,Ward 1,0,2011
38,0,0,4,SUNWAPTA INDUSTRIAL,4530,0,0,2,0,Ward 1,0,2011
38,0,0,5,SUNWAPTA INDUSTRIAL,4530,0,0,2,0,Ward 1,0,2011
38,0,0,6,SUNWAPTA INDUSTRIAL,4530,0,0,2,0,Ward 1,0,2011
38,0,0,7,SUNWAPTA INDUSTRIAL,4530,0,0,3,0,Ward 1,0,2011
38,0,0,8,SUNWAPTA INDUSTRIAL,4530,0,0,3,0,Ward 1,0,2011
38,0,0,9,SUNWAPTA INDUSTRIAL,4530,0,0,3,0,Ward 1,0,2011
38,0,0,10,SUNWAPTA INDUSTRIAL,4530,0,0,4,0,Ward 1,0,2011
38,0,0,11,SUNWAPTA INDUSTRIAL,4530,0,0,4,0,Ward 1,0,2011
38,0,0,12,SUNWAPTA INDUSTRIAL,4530,0,0,4,0,Ward 1,0,2011
39,119,668,1,TERRA LOSA,4540,571,321,1,238,Ward 1,271,2011
39,119,668,2,TERRA LOSA,4540,571,321,1,238,Ward 1,271,2011
39,119,668,3,TERRA LOSA,4540,571,321,1,238,Ward 1,271,2011
39,119,668,4,TERRA LOSA,4540,571,321,2,238,Ward 1,271,2011
39,119,668,5,TERRA LOSA,4540,571,321,2,238,Ward 1,271,2011
39,119,668,6,TERRA LOSA,4540,571,321,2,238,Ward 1,271,2011
39,119,668,7,TERRA LOSA,4540,571,321,3,238,Ward 1,271,2011
39,119,668,8,TERRA LOSA,4540,571,321,3,238,Ward 1,271,2011
39,119,668,9,TERRA LOSA,4540,571,321,3,238,Ward 1,271,2011
39,119,668,10,TERRA LOSA,4540,571,321,4,238,Ward 1,271,2011
39,119,668,11,TERRA LOSA,4540,571,321,4,238,Ward 1,271,2011
39,119,668,12,TERRA LOSA,4540,571,321,4,238,Ward 1,271,2011
40,14,47,1,TRUMPETER AREA,4471,27,67,1,5,Ward 1,0,2011
40,14,47,2,TRUMPETER AREA,4471,27,67,1,5,Ward 1,0,2011
40,14,47,3,TRUMPETER AREA,4471,27,67,1,5,Ward 1,0,2011
40,14,47,4,TRUMPETER AREA,4471,27,67,2,5,Ward 1,0,2011
40,14,47,5,TRUMPETER AREA,4471,27,67,2,5,Ward 1,0,2011
40,14,47,6,TRUMPETER AREA,4471,27,67,2,5,Ward 1,0,2011
40,14,47,7,TRUMPETER AREA,4471,27,67,3,5,Ward 1,0,2011
40,14,47,8,TRUMPETER AREA,4471,27,67,3,5,Ward 1,0,2011
40,14,47,9,TRUMPETER AREA,4471,27,67,3,5,Ward 1,0,2011
40,14,47,10,TRUMPETER AREA,4471,27,67,4,5,Ward 1,0,2011
40,14,47,11,TRUMPETER AREA,4471,27,67,4,5,Ward 1,0,2011
40,14,47,12,TRUMPETER AREA,4471,27,67,4,5,Ward 1,0,2011
41,24,272,1,WEBBER GREENS,4740,112,126,1,8,Ward 1,7,2011
41,24,272,2,WEBBER GREENS,4740,112,126,1,8,Ward 1,7,2011
41,24,272,3,WEBBER GREENS,4740,112,126,1,8,Ward 1,7,2011
41,24,272,4,WEBBER GREENS,4740,112,126,2,8,Ward 1,7,2011
41,24,272,5,WEBBER GREENS,4740,112,126,2,8,Ward 1,7,2011
41,24,272,6,WEBBER GREENS,4740,112,126,2,8,Ward 1,7,2011
41,24,272,7,WEBBER GREENS,4740,112,126,3,8,Ward 1,7,2011
41,24,272,8,WEBBER GREENS,4740,112,126,3,8,Ward 1,7,2011
41,24,272,9,WEBBER GREENS,4740,112,126,3,8,Ward 1,7,2011
41,24,272,10,WEBBER GREENS,4740,112,126,4,8,Ward 1,7,2011
41,24,272,11,WEBBER GREENS,4740,112,126,4,8,Ward 1,7,2011
41,24,272,12,WEBBER GREENS,4740,112,126,4,8,Ward 1,7,2011
42,159,774,1,WEST JASPER PLACE,4580,1054,616,1,234,Ward 1,129,2011
42,159,774,2,WEST JASPER PLACE,4580,1054,616,1,234,Ward 1,129,2011
42,159,774,3,WEST JASPER PLACE,4580,1054,616,1,234,Ward 1,129,2011
42,159,774,4,WEST JASPER PLACE,4580,1054,616,2,234,Ward 1,129,2011
42,159,774,5,WEST JASPER PLACE,4580,1054,616,2,234,Ward 1,129,2011
42,159,774,6,WEST JASPER PLACE,4580,1054,616,2,234,Ward 1,129,2011
42,159,774,7,WEST JASPER PLACE,4580,1054,616,3,234,Ward 1,129,2011
42,159,774,8,WEST JASPER PLACE,4580,1054,616,3,234,Ward 1,129,2011
42,159,774,9,WEST JASPER PLACE,4580,1054,616,3,234,Ward 1,129,2011
42,159,774,10,WEST JASPER PLACE,4580,1054,616,4,234,Ward 1,129,2011
42,159,774,11,WEST JASPER PLACE,4580,1054,616,4,234,Ward 1,129,2011
42,159,774,12,WEST JASPER PLACE,4580,1054,616,4,234,Ward 1,129,2011
43,183,952,1,WEST MEADOWLARK PARK,4590,858,1009,1,223,Ward 1,111,2011
43,183,952,2,WEST MEADOWLARK PARK,4590,858,1009,1,223,Ward 1,111,2011
43,183,952,3,WEST MEADOWLARK PARK,4590,858,1009,1,223,Ward 1,111,2011
43,183,952,4,WEST MEADOWLARK PARK,4590,858,1009,2,223,Ward 1,111,2011
43,183,952,5,WEST MEADOWLARK PARK,4590,858,1009,2,223,Ward 1,111,2011
43,183,952,6,WEST MEADOWLARK PARK,4590,858,1009,2,223,Ward 1,111,2011
43,183,952,7,WEST MEADOWLARK PARK,4590,858,1009,3,223,Ward 1,111,2011
43,183,952,8,WEST MEADOWLARK PARK,4590,858,1009,3,223,Ward 1,111,2011
43,183,952,9,WEST MEADOWLARK PARK,4590,858,1009,3,223,Ward 1,111,2011
43,183,952,10,WEST MEADOWLARK PARK,4590,858,1009,4,223,Ward 1,111,2011
43,183,952,11,WEST MEADOWLARK PARK,4590,858,1009,4,223,Ward 1,111,2011
43,183,952,12,WEST MEADOWLARK PARK,4590,858,1009,4,223,Ward 1,111,2011
44,0,0,1,WEST SHEFFIELD INDUSTRIAL,4600,0,0,1,0,Ward 1,0,2011
44,0,0,2,WEST SHEFFIELD INDUSTRIAL,4600,0,0,1,0,Ward 1,0,2011
44,0,0,3,WEST SHEFFIELD INDUSTRIAL,4600,0,0,1,0,Ward 1,0,2011
44,0,0,4,WEST SHEFFIELD INDUSTRIAL,4600,0,0,2,0,Ward 1,0,2011
44,0,0,5,WEST SHEFFIELD INDUSTRIAL,4600,0,0,2,0,Ward 1,0,2011
44,0,0,6,WEST SHEFFIELD INDUSTRIAL,4600,0,0,2,0,Ward 1,0,2011
44,0,0,7,WEST SHEFFIELD INDUSTRIAL,4600,0,0,3,0,Ward 1,0,2011
44,0,0,8,WEST SHEFFIELD INDUSTRIAL,4600,0,0,3,0,Ward 1,0,2011
44,0,0,9,WEST SHEFFIELD INDUSTRIAL,4600,0,0,3,0,Ward 1,0,2011
44,0,0,10,WEST SHEFFIELD INDUSTRIAL,4600,0,0,4,0,Ward 1,0,2011
44,0,0,11,WEST SHEFFIELD INDUSTRIAL,4600,0,0,4,0,Ward 1,0,2011
44,0,0,12,WEST SHEFFIELD INDUSTRIAL,4600,0,0,4,0,Ward 1,0,2011
45,250,700,1,WESTVIEW VILLAGE,4620,706,250,1,249,Ward 1,87,2011
45,250,700,2,WESTVIEW VILLAGE,4620,706,250,1,249,Ward 1,87,2011
45,250,700,3,WESTVIEW VILLAGE,4620,706,250,1,249,Ward 1,87,2011
45,250,700,4,WESTVIEW VILLAGE,4620,706,250,2,249,Ward 1,87,2011
45,250,700,5,WESTVIEW VILLAGE,4620,706,250,2,249,Ward 1,87,2011
45,250,700,6,WESTVIEW VILLAGE,4620,706,250,2,249,Ward 1,87,2011
45,250,700,7,WESTVIEW VILLAGE,4620,706,250,3,249,Ward 1,87,2011
45,250,700,8,WESTVIEW VILLAGE,4620,706,250,3,249,Ward 1,87,2011
45,250,700,9,WESTVIEW VILLAGE,4620,706,250,3,249,Ward 1,87,2011
45,250,700,10,WESTVIEW VILLAGE,4620,706,250,4,249,Ward 1,87,2011
45,250,700,11,WESTVIEW VILLAGE,4620,706,250,4,249,Ward 1,87,2011
45,250,700,12,WESTVIEW VILLAGE,4620,706,250,4,249,Ward 1,87,2011
46,0,0,1,WHITE INDUSTRIAL,4630,0,0,1,0,Ward 1,0,2011
46,0,0,2,WHITE INDUSTRIAL,4630,0,0,1,0,Ward 1,0,2011
46,0,0,3,WHITE INDUSTRIAL,4630,0,0,1,0,Ward 1,0,2011
46,0,0,4,WHITE INDUSTRIAL,4630,0,0,2,0,Ward 1,0,2011
46,0,0,5,WHITE INDUSTRIAL,4630,0,0,2,0,Ward 1,0,2011
46,0,0,6,WHITE INDUSTRIAL,4630,0,0,2,0,Ward 1,0,2011
46,0,0,7,WHITE INDUSTRIAL,4630,0,0,3,0,Ward 1,0,2011
46,0,0,8,WHITE INDUSTRIAL,4630,0,0,3,0,Ward 1,0,2011
46,0,0,9,WHITE INDUSTRIAL,4630,0,0,3,0,Ward 1,0,2011
46,0,0,10,WHITE INDUSTRIAL,4630,0,0,4,0,Ward 1,0,2011
46,0,0,11,WHITE INDUSTRIAL,4630,0,0,4,0,Ward 1,0,2011
46,0,0,12,WHITE INDUSTRIAL,4630,0,0,4,0,Ward 1,0,2011
47,0,0,1,WILSON INDUSTRIAL,4640,0,0,1,0,Ward 1,0,2011
47,0,0,2,WILSON INDUSTRIAL,4640,0,0,1,0,Ward 1,0,2011
47,0,0,3,WILSON INDUSTRIAL,4640,0,0,1,0,Ward 1,0,2011
47,0,0,4,WILSON INDUSTRIAL,4640,0,0,2,0,Ward 1,0,2011
47,0,0,5,WILSON INDUSTRIAL,4640,0,0,2,0,Ward 1,0,2011
47,0,0,6,WILSON INDUSTRIAL,4640,0,0,2,0,Ward 1,0,2011
47,0,0,7,WILSON INDUSTRIAL,4640,0,0,3,0,Ward 1,0,2011
47,0,0,8,WILSON INDUSTRIAL,4640,0,0,3,0,Ward 1,0,2011
47,0,0,9,WILSON INDUSTRIAL,4640,0,0,3,0,Ward 1,0,2011
47,0,0,10,WILSON INDUSTRIAL,4640,0,0,4,0,Ward 1,0,2011
47,0,0,11,WILSON INDUSTRIAL,4640,0,0,4,0,Ward 1,0,2011
47,0,0,12,WILSON INDUSTRIAL,4640,0,0,4,0,Ward 1,0,2011
48,0,0,1,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,1,0,Ward 1,0,2011
48,0,0,2,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,1,0,Ward 1,0,2011
48,0,0,3,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,1,0,Ward 1,0,2011
48,0,0,4,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,2,0,Ward 1,0,2011
48,0,0,5,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,2,0,Ward 1,0,2011
48,0,0,6,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,2,0,Ward 1,0,2011
48,0,0,7,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,3,0,Ward 1,0,2011
48,0,0,8,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,3,0,Ward 1,0,2011
48,0,0,9,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,3,0,Ward 1,0,2011
48,0,0,10,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,4,0,Ward 1,0,2011
48,0,0,11,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,4,0,Ward 1,0,2011
48,0,0,12,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,4,0,Ward 1,0,2011
49,2,2,1,WINTERBURN INDUSTRIAL AREA WEST,4670,2,156,1,0,Ward 1,1,2011
49,2,2,2,WINTERBURN INDUSTRIAL AREA WEST,4670,2,156,1,0,Ward 1,1,2011
49,2,2,3,WINTERBURN INDUSTRIAL AREA WEST,4670,2,156,1,0,Ward 1,1,2011
49,2,2,4,WINTERBURN INDUSTRIAL AREA WEST,4670,2,156,2,0,Ward 1,1,2011
49,2,2,5,WINTERBURN INDUSTRIAL AREA WEST,4670,2,156,2,0,Ward 1,1,2011
49,2,2,6,WINTERBURN INDUSTRIAL AREA WEST,4670,2,156,2,0,Ward 1,1,2011
49,2,2,7,WINTERBURN INDUSTRIAL AREA WEST,4670,2,156,3,0,Ward 1,1,2011
49,2,2,8,WINTERBURN INDUSTRIAL AREA WEST,4670,2,156,3,0,Ward 1,1,2011
49,2,2,9,WINTERBURN INDUSTRIAL AREA WEST,4670,2,156,3,0,Ward 1,1,2011
49,2,2,10,WINTERBURN INDUSTRIAL AREA WEST,4670,2,156,4,0,Ward 1,1,2011
49,2,2,11,WINTERBURN INDUSTRIAL AREA WEST,4670,2,156,4,0,Ward 1,1,2011
49,2,2,12,WINTERBURN INDUSTRIAL AREA WEST,4670,2,156,4,0,Ward 1,1,2011
50,0,0,1,YOUNGSTOWN INDUSTRIAL,4660,0,0,1,0,Ward 1,0,2011
50,0,0,2,YOUNGSTOWN INDUSTRIAL,4660,0,0,1,0,Ward 1,0,2011
50,0,0,3,YOUNGSTOWN INDUSTRIAL,4660,0,0,1,0,Ward 1,0,2011
50,0,0,4,YOUNGSTOWN INDUSTRIAL,4660,0,0,2,0,Ward 1,0,2011
50,0,0,5,YOUNGSTOWN INDUSTRIAL,4660,0,0,2,0,Ward 1,0,2011
50,0,0,6,YOUNGSTOWN INDUSTRIAL,4660,0,0,2,0,Ward 1,0,2011
50,0,0,7,YOUNGSTOWN INDUSTRIAL,4660,0,0,3,0,Ward 1,0,2011
50,0,0,8,YOUNGSTOWN INDUSTRIAL,4660,0,0,3,0,Ward 1,0,2011
50,0,0,9,YOUNGSTOWN INDUSTRIAL,4660,0,0,3,0,Ward 1,0,2011
50,0,0,10,YOUNGSTOWN INDUSTRIAL,4660,0,0,4,0,Ward 1,0,2011
50,0,0,11,YOUNGSTOWN INDUSTRIAL,4660,0,0,4,0,Ward 1,0,2011
50,0,0,12,YOUNGSTOWN INDUSTRIAL,4660,0,0,4,0,Ward 1,0,2011
51,0,0,1,ALBANY,3460,0,0,1,0,Ward 2,0,2011
51,0,0,2,ALBANY,3460,0,0,1,0,Ward 2,0,2011
51,0,0,3,ALBANY,3460,0,0,1,0,Ward 2,0,2011
51,0,0,4,ALBANY,3460,0,0,2,0,Ward 2,0,2011
51,0,0,5,ALBANY,3460,0,0,2,0,Ward 2,0,2011
51,0,0,6,ALBANY,3460,0,0,2,0,Ward 2,0,2011
51,0,0,7,ALBANY,3460,0,0,3,0,Ward 2,0,2011
51,0,0,8,ALBANY,3460,0,0,3,0,Ward 2,0,2011
51,0,0,9,ALBANY,3460,0,0,3,0,Ward 2,0,2011
51,0,0,10,ALBANY,3460,0,0,4,0,Ward 2,0,2011
51,0,0,11,ALBANY,3460,0,0,4,0,Ward 2,0,2011
51,0,0,12,ALBANY,3460,0,0,4,0,Ward 2,0,2011
52,0,0,1,ANTHONY HENDAY MISTATIM,4015,0,0,1,0,Ward 2,0,2011
52,0,0,2,ANTHONY HENDAY MISTATIM,4015,0,0,1,0,Ward 2,0,2011
52,0,0,3,ANTHONY HENDAY MISTATIM,4015,0,0,1,0,Ward 2,0,2011
52,0,0,4,ANTHONY HENDAY MISTATIM,4015,0,0,2,0,Ward 2,0,2011
52,0,0,5,ANTHONY HENDAY MISTATIM,4015,0,0,2,0,Ward 2,0,2011
52,0,0,6,ANTHONY HENDAY MISTATIM,4015,0,0,2,0,Ward 2,0,2011
52,0,0,7,ANTHONY HENDAY MISTATIM,4015,0,0,3,0,Ward 2,0,2011
52,0,0,8,ANTHONY HENDAY MISTATIM,4015,0,0,3,0,Ward 2,0,2011
52,0,0,9,ANTHONY HENDAY MISTATIM,4015,0,0,3,0,Ward 2,0,2011
52,0,0,10,ANTHONY HENDAY MISTATIM,4015,0,0,4,0,Ward 2,0,2011
52,0,0,11,ANTHONY HENDAY MISTATIM,4015,0,0,4,0,Ward 2,0,2011
52,0,0,12,ANTHONY HENDAY MISTATIM,4015,0,0,4,0,Ward 2,0,2011
