NEIGHBOURHOOD,AGE,FEMALE,MALE
ANTHONY HENDAY SOUTH WEST,47,0,0
ANTHONY HENDAY SOUTH WEST,48,0,0
ANTHONY HENDAY SOUTH WEST,49,0,0
ANTHONY HENDAY SOUTH WEST,50,0,0
ANTHONY HENDAY SOUTH WEST,51,0,0
ANTHONY HENDAY SOUTH WEST,52,0,0
ANTHONY HENDAY SOUTH WEST,53,0,0
ANTHONY HENDAY SOUTH WEST,54,0,0
ANTHONY HENDAY SOUTH WEST,55,0,0
ANTHONY HENDAY SOUTH WEST,56,0,0
ANTHONY HENDAY SOUTH WEST,57,0,0
ANTHONY HENDAY SOUTH WEST,58,0,0
ANTHONY HENDAY SOUTH WEST,59,0,0
ANTHONY HENDAY SOUTH WEST,60,0,0
ANTHONY HENDAY SOUTH WEST,61,0,0
ANTHONY HENDAY SOUTH WEST,62,0,0
ANTHONY HENDAY SOUTH WEST,63,0,0
ANTHONY HENDAY SOUTH WEST,64,0,0
ANTHONY HENDAY SOUTH WEST,65,0,0
ANTHONY HENDAY SOUTH WEST,66,0,0
ANTHONY HENDAY SOUTH WEST,67,0,0
ANTHONY HENDAY SOUTH WEST,68,0,0
ANTHONY HENDAY SOUTH WEST,69,0,0
ANTHONY HENDAY SOUTH WEST,70,0,0
ANTHONY HENDAY SOUTH WEST,71,0,0
ANTHONY HENDAY SOUTH WEST,72,0,0
ANTHONY HENDAY SOUTH WEST,73,0,0
ANTHONY HENDAY SOUTH WEST,74,0,0
ANTHONY HENDAY SOUTH WEST,75,0,0
ANTHONY HENDAY SOUTH WEST,76,0,0
ANTHONY HENDAY SOUTH WEST,77,0,0
ANTHONY HENDAY SOUTH WEST,78,0,0
ANTHONY HENDAY SOUTH WEST,79,0,0
ANTHONY HENDAY SOUTH WEST,80,0,0
ANTHONY HENDAY SOUTH WEST,81,0,0
ANTHONY HENDAY SOUTH WEST,82,0,0
ANTHONY HENDAY SOUTH WEST,83,0,0
ANTHONY HENDAY SOUTH WEST,84,0,0
ANTHONY HENDAY SOUTH WEST,85+,0,0
ANTHONY HENDAY SOUTH WEST,No Response,0,0
ANTHONY HENDAY SOUTHEAST,0,0,0
ANTHONY HENDAY SOUTHEAST,1,0,0
ANTHONY HENDAY SOUTHEAST,2,0,0
ANTHONY HENDAY SOUTHEAST,3,0,0
ANTHONY HENDAY SOUTHEAST,4,0,0
ANTHONY HENDAY SOUTHEAST,5,0,0
ANTHONY HENDAY SOUTHEAST,6,0,0
ANTHONY HENDAY SOUTHEAST,7,0,0
ANTHONY HENDAY SOUTHEAST,8,0,0
ANTHONY HENDAY SOUTHEAST,9,0,0
ANTHONY HENDAY SOUTHEAST,10,0,0
ANTHONY HENDAY SOUTHEAST,11,0,0
ANTHONY HENDAY SOUTHEAST,12,0,0
ANTHONY HENDAY SOUTHEAST,13,0,0
ANTHONY HENDAY SOUTHEAST,14,0,0
ANTHONY HENDAY SOUTHEAST,15,0,0
ANTHONY HENDAY SOUTHEAST,16,0,0
ANTHONY HENDAY SOUTHEAST,17,0,0
ANTHONY HENDAY SOUTHEAST,18,0,0
ANTHONY HENDAY SOUTHEAST,19,0,0
ANTHONY HENDAY SOUTHEAST,20,0,0
ANTHONY HENDAY SOUTHEAST,21,0,0
ANTHONY HENDAY SOUTHEAST,22,0,0
ANTHONY HENDAY SOUTHEAST,23,0,0
ANTHONY HENDAY SOUTHEAST,24,0,0
ANTHONY HENDAY SOUTHEAST,25,0,0
ANTHONY HENDAY SOUTHEAST,26,0,0
ANTHONY HENDAY SOUTHEAST,27,0,0
ANTHONY HENDAY SOUTHEAST,28,0,0
ANTHONY HENDAY SOUTHEAST,29,0,0
ANTHONY HENDAY SOUTHEAST,30,0,0
ANTHONY HENDAY SOUTHEAST,31,0,0
ANTHONY HENDAY SOUTHEAST,32,0,0
ANTHONY HENDAY SOUTHEAST,33,0,0
ANTHONY HENDAY SOUTHEAST,34,0,0
ANTHONY HENDAY SOUTHEAST,35,0,0
ANTHONY HENDAY SOUTHEAST,36,0,0
ANTHONY HENDAY SOUTHEAST,37,0,0
ANTHONY HENDAY SOUTHEAST,38,0,0
ANTHONY HENDAY SOUTHEAST,39,0,0
ANTHONY HENDAY SOUTHEAST,40,0,0
ANTHONY HENDAY SOUTHEAST,41,0,0
ANTHONY HENDAY SOUTHEAST,42,0,0
ANTHONY HENDAY SOUTHEAST,43,0,0
ANTHONY HENDAY SOUTHEAST,44,0,0
ANTHONY HENDAY SOUTHEAST,45,0,0
ANTHONY HENDAY SOUTHEAST,46,0,0
ANTHONY HENDAY SOUTHEAST,47,0,0
ANTHONY HENDAY SOUTHEAST,48,0,0
ANTHONY HENDAY SOUTHEAST,49,0,0
ANTHONY HENDAY SOUTHEAST,50,0,0
ANTHONY HENDAY SOUTHEAST,51,0,0
ANTHONY HENDAY SOUTHEAST,52,0,0
ANTHONY HENDAY SOUTHEAST,53,0,0
ANTHONY HENDAY SOUTHEAST,54,0,0
ANTHONY HENDAY SOUTHEAST,55,0,0
ANTHONY HENDAY SOUTHEAST,56,0,0
ANTHONY HENDAY SOUTHEAST,57,0,0
ANTHONY HENDAY SOUTHEAST,58,0,0
ANTHONY HENDAY SOUTHEAST,59,0,0
ANTHONY HENDAY SOUTHEAST,60,0,0
ANTHONY HENDAY SOUTHEAST,61,0,0
ANTHONY HENDAY SOUTHEAST,62,0,0
ANTHONY HENDAY SOUTHEAST,63,0,0
ANTHONY HENDAY SOUTHEAST,64,0,0
ANTHONY HENDAY SOUTHEAST,65,0,0
ANTHONY HENDAY SOUTHEAST,66,0,0
ANTHONY HENDAY SOUTHEAST,67,0,0
ANTHONY HENDAY SOUTHEAST,68,0,0
ANTHONY HENDAY SOUTHEAST,69,0,0
ANTHONY HENDAY SOUTHEAST,70,0,0
ANTHONY HENDAY SOUTHEAST,71,0,0
ANTHONY HENDAY SOUTHEAST,72,0,0
ANTHONY HENDAY SOUTHEAST,73,0,0
ANTHONY HENDAY SOUTHEAST,74,0,0
ANTHONY HENDAY SOUTHEAST,75,0,0
ANTHONY HENDAY SOUTHEAST,76,0,0
ANTHONY HENDAY SOUTHEAST,77,0,0
ANTHONY HENDAY SOUTHEAST,78,0,0
ANTHONY HENDAY SOUTHEAST,79,0,0
ANTHONY HENDAY SOUTHEAST,80,0,0
ANTHONY HENDAY SOUTHEAST,81,0,0
ANTHONY HENDAY SOUTHEAST,82,0,0
ANTHONY HENDAY SOUTHEAST,83,0,0
ANTHONY HENDAY SOUTHEAST,84,0,0
ANTHONY HENDAY SOUTHEAST,85+,0,0
ANTHONY HENDAY SOUTHEAST,No Response,0,0
ANTHONY HENDAY TERWILLEGAR,0,0,0
ANTHONY HENDAY TERWILLEGAR,1,0,0
ANTHONY HENDAY TERWILLEGAR,2,0,0
ANTHONY HENDAY TERWILLEGAR,3,0,0
ANTHONY HENDAY TERWILLEGAR,4,0,0
ANTHONY HENDAY TERWILLEGAR,5,0,0
ANTHONY HENDAY TERWILLEGAR,6,0,0
ANTHONY HENDAY TERWILLEGAR,7,0,0
ANTHONY HENDAY TERWILLEGAR,8,0,0
ANTHONY HENDAY TERWILLEGAR,9,0,0
ANTHONY HENDAY TERWILLEGAR,10,0,0
ANTHONY HENDAY TERWILLEGAR,11,0,0
ANTHONY HENDAY TERWILLEGAR,12,0,0
ANTHONY HENDAY TERWILLEGAR,13,0,0
ANTHONY HENDAY TERWILLEGAR,14,0,0
ANTHONY HENDAY TERWILLEGAR,15,0,0
ANTHONY HENDAY TERWILLEGAR,16,0,0
ANTHONY HENDAY TERWILLEGAR,17,0,0
ANTHONY HENDAY TERWILLEGAR,18,0,0
ANTHONY HENDAY TERWILLEGAR,19,0,0
ANTHONY HENDAY TERWILLEGAR,20,0,0
ANTHONY HENDAY TERWILLEGAR,21,0,0
ANTHONY HENDAY TERWILLEGAR,22,0,0
ANTHONY HENDAY TERWILLEGAR,23,0,0
ANTHONY HENDAY TERWILLEGAR,24,0,0
ANTHONY HENDAY TERWILLEGAR,25,0,0
ANTHONY HENDAY TERWILLEGAR,26,0,0
ANTHONY HENDAY TERWILLEGAR,27,0,0
ANTHONY HENDAY TERWILLEGAR,28,0,0
ANTHONY HENDAY TERWILLEGAR,29,0,0
ANTHONY HENDAY TERWILLEGAR,30,0,0
ANTHONY HENDAY TERWILLEGAR,31,0,0
ANTHONY HENDAY TERWILLEGAR,32,0,0
ANTHONY HENDAY TERWILLEGAR,33,0,0
ANTHONY HENDAY TERWILLEGAR,34,0,0
ANTHONY HENDAY TERWILLEGAR,35,0,0
ANTHONY HENDAY TERWILLEGAR,36,0,0
ANTHONY HENDAY TERWILLEGAR,37,0,0
ANTHONY HENDAY TERWILLEGAR,38,0,0
ANTHONY HENDAY TERWILLEGAR,39,0,0
ANTHONY HENDAY TERWILLEGAR,40,0,0
ANTHONY HENDAY TERWILLEGAR,41,0,0
ANTHONY HENDAY TERWILLEGAR,42,0,0
ANTHONY HENDAY TERWILLEGAR,43,0,0
ANTHONY HENDAY TERWILLEGAR,44,0,0
ANTHONY HENDAY TERWILLEGAR,45,0,0
ANTHONY HENDAY TERWILLEGAR,46,0,0
ANTHONY HENDAY TERWILLEGAR,47,0,0
ANTHONY HENDAY TERWILLEGAR,48,0,0
ANTHONY HENDAY TERWILLEGAR,49,0,0
ANTHONY HENDAY TERWILLEGAR,50,0,0
ANTHONY HENDAY TERWILLEGAR,51,0,0
ANTHONY HENDAY TERWILLEGAR,52,0,0
ANTHONY HENDAY TERWILLEGAR,53,0,0
ANTHONY HENDAY TERWILLEGAR,54,0,0
ANTHONY HENDAY TERWILLEGAR,55,0,0
ANTHONY HENDAY TERWILLEGAR,56,0,0
ANTHONY HENDAY TERWILLEGAR,57,0,0
ANTHONY HENDAY TERWILLEGAR,58,0,0
ANTHONY HENDAY TERWILLEGAR,59,0,0
ANTHONY HENDAY TERWILLEGAR,60,0,0
ANTHONY HENDAY TERWILLEGAR,61,0,0
ANTHONY HENDAY TERWILLEGAR,62,0,0
ANTHONY HENDAY TERWILLEGAR,63,0,0
ANTHONY HENDAY TERWILLEGAR,64,0,0
ANTHONY HENDAY TERWILLEGAR,65,0,0
ANTHONY HENDAY TERWILLEGAR,66,0,0
ANTHONY HENDAY TERWILLEGAR,67,0,0
ANTHONY HENDAY TERWILLEGAR,68,0,0
ANTHONY HENDAY TERWILLEGAR,69,0,0
ANTHONY HENDAY TERWILLEGAR,70,0,0
ANTHONY HENDAY TERWILLEGAR,71,0,0
ANTHONY HENDAY TERWILLEGAR,72,0,0
ANTHONY HENDAY TERWILLEGAR,73,0,0
ANTHONY HENDAY TERWILLEGAR,74,0,0
ANTHONY HENDAY TERWILLEGAR,75,0,0
ANTHONY HENDAY TERWILLEGAR,76,0,0
ANTHONY HENDAY TERWILLEGAR,77,0,0
ANTHONY HENDAY TERWILLEGAR,78,0,0
ANTHONY HENDAY TERWILLEGAR,79,0,0
ANTHONY HENDAY TERWILLEGAR,80,0,0
ANTHONY HENDAY TERWILLEGAR,81,0,0
ANTHONY HENDAY TERWILLEGAR,82,0,0
ANTHONY HENDAY TERWILLEGAR,83,0,0
ANTHONY HENDAY TERWILLEGAR,84,0,0
ANTHONY HENDAY TERWILLEGAR,85+,0,0
ANTHONY HENDAY TERWILLEGAR,No Response,0,0
ARGYLL,0,4,5
ARGYLL,1,3,6
ARGYLL,2,2,4
ARGYLL,3,3,1
ARGYLL,4,2,2
ARGYLL,5,1,4
ARGYLL,6,6,3
ARGYLL,7,2,2
ARGYLL,8,4,2
ARGYLL,9,3,3
ARGYLL,10,5,6
ARGYLL,11,2,6
ARGYLL,12,3,5
ARGYLL,13,5,4
ARGYLL,14,7,3
ARGYLL,15,6,3
ARGYLL,16,6,5
ARGYLL,17,4,9
ARGYLL,18,7,4
ARGYLL,19,8,8
ARGYLL,20,4,4
ARGYLL,21,5,8
ARGYLL,22,3,7
ARGYLL,23,3,0
ARGYLL,24,5,4
ARGYLL,25,7,9
ARGYLL,26,4,4
ARGYLL,27,2,3
ARGYLL,28,4,7
ARGYLL,29,6,5
ARGYLL,30,1,2
ARGYLL,31,3,4
ARGYLL,32,8,5
ARGYLL,33,4,2
ARGYLL,34,4,4
ARGYLL,35,3,8
ARGYLL,36,4,4
ARGYLL,37,3,7
ARGYLL,38,5,5
ARGYLL,39,8,5
ARGYLL,40,3,5
ARGYLL,41,6,8
ARGYLL,42,5,3
ARGYLL,43,7,7
ARGYLL,44,8,4
ARGYLL,45,11,7
ARGYLL,46,12,8
ARGYLL,47,7,6
ARGYLL,48,5,2
ARGYLL,49,8,4
ARGYLL,50,7,3
ARGYLL,51,9,8
ARGYLL,52,6,10
ARGYLL,53,1,9
ARGYLL,54,6,7
ARGYLL,55,3,7
ARGYLL,56,3,8
ARGYLL,57,4,3
ARGYLL,58,2,5
ARGYLL,59,4,4
ARGYLL,60,5,3
ARGYLL,61,9,3
ARGYLL,62,4,1
ARGYLL,63,6,5
ARGYLL,64,1,4
ARGYLL,65,4,5
ARGYLL,66,3,3
ARGYLL,67,2,1
ARGYLL,68,4,1
ARGYLL,69,1,2
ARGYLL,70,3,0
ARGYLL,71,3,2
ARGYLL,72,2,2
ARGYLL,73,0,2
ARGYLL,74,2,4
ARGYLL,75,4,3
ARGYLL,76,7,4
ARGYLL,77,3,1
ARGYLL,78,6,3
ARGYLL,79,4,4
ARGYLL,80,6,2
ARGYLL,81,1,1
ARGYLL,82,5,1
ARGYLL,83,2,4
ARGYLL,84,2,5
ARGYLL,85+,9,3
ARGYLL,No Response,24,35
ARMSTRONG INDUSTRIAL,0,0,0
ARMSTRONG INDUSTRIAL,1,0,0
ARMSTRONG INDUSTRIAL,2,0,0
ARMSTRONG INDUSTRIAL,3,0,0
ARMSTRONG INDUSTRIAL,4,0,0
ARMSTRONG INDUSTRIAL,5,0,0
ARMSTRONG INDUSTRIAL,6,0,0
ARMSTRONG INDUSTRIAL,7,0,0
ARMSTRONG INDUSTRIAL,8,0,0
ARMSTRONG INDUSTRIAL,9,0,0
ARMSTRONG INDUSTRIAL,10,0,0
ARMSTRONG INDUSTRIAL,11,0,0
ARMSTRONG INDUSTRIAL,12,0,0
ARMSTRONG INDUSTRIAL,13,0,0
ARMSTRONG INDUSTRIAL,14,0,0
ARMSTRONG INDUSTRIAL,15,0,0
ARMSTRONG INDUSTRIAL,16,0,0
ARMSTRONG INDUSTRIAL,17,0,0
ARMSTRONG INDUSTRIAL,18,0,0
ARMSTRONG INDUSTRIAL,19,0,0
ARMSTRONG INDUSTRIAL,20,0,0
ARMSTRONG INDUSTRIAL,21,0,0
ARMSTRONG INDUSTRIAL,22,0,0
ARMSTRONG INDUSTRIAL,23,0,0
ARMSTRONG INDUSTRIAL,24,0,0
ARMSTRONG INDUSTRIAL,25,0,0
ARMSTRONG INDUSTRIAL,26,0,0
ARMSTRONG INDUSTRIAL,27,0,0
ARMSTRONG INDUSTRIAL,28,0,0
ARMSTRONG INDUSTRIAL,29,0,0
ARMSTRONG INDUSTRIAL,30,0,0
ARMSTRONG INDUSTRIAL,31,0,0
ARMSTRONG INDUSTRIAL,32,0,0
ARMSTRONG INDUSTRIAL,33,0,0
ARMSTRONG INDUSTRIAL,34,0,0
ARMSTRONG INDUSTRIAL,35,0,0
ARMSTRONG INDUSTRIAL,36,0,0
ARMSTRONG INDUSTRIAL,37,0,0
ARMSTRONG INDUSTRIAL,38,0,0
ARMSTRONG INDUSTRIAL,39,0,0
ARMSTRONG INDUSTRIAL,40,0,0
ARMSTRONG INDUSTRIAL,41,0,0
ARMSTRONG INDUSTRIAL,42,0,0
ARMSTRONG INDUSTRIAL,43,0,0
ARMSTRONG INDUSTRIAL,44,0,0
ARMSTRONG INDUSTRIAL,45,0,0
ARMSTRONG INDUSTRIAL,46,0,0
ARMSTRONG INDUSTRIAL,47,0,0
ARMSTRONG INDUSTRIAL,48,0,0
ARMSTRONG INDUSTRIAL,49,0,0
ARMSTRONG INDUSTRIAL,50,0,0
ARMSTRONG INDUSTRIAL,51,0,0
ARMSTRONG INDUSTRIAL,52,0,0
ARMSTRONG INDUSTRIAL,53,0,0
ARMSTRONG INDUSTRIAL,54,0,0
ARMSTRONG INDUSTRIAL,55,0,0
ARMSTRONG INDUSTRIAL,56,0,0
ARMSTRONG INDUSTRIAL,57,0,0
ARMSTRONG INDUSTRIAL,58,0,0
ARMSTRONG INDUSTRIAL,59,0,0
ARMSTRONG INDUSTRIAL,60,0,0
ARMSTRONG INDUSTRIAL,61,0,0
ARMSTRONG INDUSTRIAL,62,0,0
ARMSTRONG INDUSTRIAL,63,0,0
ARMSTRONG INDUSTRIAL,64,0,0
ARMSTRONG INDUSTRIAL,65,0,0
ARMSTRONG INDUSTRIAL,66,0,0
ARMSTRONG INDUSTRIAL,67,0,0
ARMSTRONG INDUSTRIAL,68,0,0
ARMSTRONG INDUSTRIAL,69,0,0
ARMSTRONG INDUSTRIAL,70,0,0
ARMSTRONG INDUSTRIAL,71,0,0
ARMSTRONG INDUSTRIAL,72,0,0
ARMSTRONG INDUSTRIAL,73,0,0
ARMSTRONG INDUSTRIAL,74,0,0
ARMSTRONG INDUSTRIAL,75,0,0
ARMSTRONG INDUSTRIAL,76,0,0
ARMSTRONG INDUSTRIAL,77,0,0
ARMSTRONG INDUSTRIAL,78,0,0
ARMSTRONG INDUSTRIAL,79,0,0
ARMSTRONG INDUSTRIAL,80,0,0
ARMSTRONG INDUSTRIAL,81,0,0
ARMSTRONG INDUSTRIAL,82,0,0
ARMSTRONG INDUSTRIAL,83,0,0
ARMSTRONG INDUSTRIAL,84,0,0
ARMSTRONG INDUSTRIAL,85+,0,0
ARMSTRONG INDUSTRIAL,No Response,0,0
ASPEN GARDENS,0,6,3
ASPEN GARDENS,1,5,5
ASPEN GARDENS,2,7,10
ASPEN GARDENS,3,10,6
ASPEN GARDENS,4,10,5
ASPEN GARDENS,5,6,7
ASPEN GARDENS,6,12,11
ASPEN GARDENS,7,8,7
ASPEN GARDENS,8,9,14
ASPEN GARDENS,9,6,15
ASPEN GARDENS,10,9,15
ASPEN GARDENS,11,11,8
ASPEN GARDENS,12,14,15
ASPEN GARDENS,13,13,10
ASPEN GARDENS,14,13,12
ASPEN GARDENS,15,11,9
ASPEN GARDENS,16,15,7
ASPEN GARDENS,17,10,14
ASPEN GARDENS,18,19,17
ASPEN GARDENS,19,14,17
ASPEN GARDENS,20,5,14
ASPEN GARDENS,21,8,17
ASPEN GARDENS,22,14,2
ASPEN GARDENS,23,6,13
ASPEN GARDENS,24,5,7
ASPEN GARDENS,25,2,6
ASPEN GARDENS,26,2,2
ASPEN GARDENS,27,4,8
ASPEN GARDENS,28,4,2
ASPEN GARDENS,29,6,6
ASPEN GARDENS,30,9,5
ASPEN GARDENS,31,5,4
ASPEN GARDENS,32,5,8
ASPEN GARDENS,33,9,4
ASPEN GARDENS,34,10,10
ASPEN GARDENS,35,4,7
ASPEN GARDENS,36,7,8
ASPEN GARDENS,37,8,9
ASPEN GARDENS,38,5,10
ASPEN GARDENS,39,12,3
ASPEN GARDENS,40,21,19
ASPEN GARDENS,41,13,10
ASPEN GARDENS,42,9,12
ASPEN GARDENS,43,7,14
ASPEN GARDENS,44,26,12
ASPEN GARDENS,45,20,10
ASPEN GARDENS,46,16,9
ASPEN GARDENS,47,10,16
ASPEN GARDENS,48,13,12
ASPEN GARDENS,49,17,11
ASPEN GARDENS,50,15,13
ASPEN GARDENS,51,10,13
ASPEN GARDENS,52,15,7
ASPEN GARDENS,53,14,7
ASPEN GARDENS,54,11,14
ASPEN GARDENS,55,7,15
ASPEN GARDENS,56,9,8
ASPEN GARDENS,57,10,13
ASPEN GARDENS,58,8,5
ASPEN GARDENS,59,10,6
ASPEN GARDENS,60,6,5
ASPEN GARDENS,61,13,11
ASPEN GARDENS,62,15,9
ASPEN GARDENS,63,10,10
ASPEN GARDENS,64,7,14
ASPEN GARDENS,65,7,12
ASPEN GARDENS,66,13,5
ASPEN GARDENS,67,5,1
ASPEN GARDENS,68,9,4
ASPEN GARDENS,69,8,7
ASPEN GARDENS,70,12,7
ASPEN GARDENS,71,8,8
ASPEN GARDENS,72,13,8
ASPEN GARDENS,73,5,7
ASPEN GARDENS,74,7,8
ASPEN GARDENS,75,10,6
ASPEN GARDENS,76,6,6
ASPEN GARDENS,77,12,8
ASPEN GARDENS,78,7,12
ASPEN GARDENS,79,5,3
ASPEN GARDENS,80,2,2
ASPEN GARDENS,81,6,5
ASPEN GARDENS,82,4,3
ASPEN GARDENS,83,4,4
ASPEN GARDENS,84,4,3
ASPEN GARDENS,85+,18,10
ASPEN GARDENS,No Response,49,49
ATHLONE,0,12,11
ATHLONE,1,16,14
ATHLONE,2,15,16
ATHLONE,3,12,17
ATHLONE,4,16,18
ATHLONE,5,13,16
ATHLONE,6,17,12
ATHLONE,7,13,25
ATHLONE,8,11,20
ATHLONE,9,16,19
ATHLONE,10,15,32
ATHLONE,11,16,18
ATHLONE,12,28,23
ATHLONE,13,22,13
ATHLONE,14,17,24
ATHLONE,15,24,13
ATHLONE,16,18,18
ATHLONE,17,21,15
ATHLONE,18,20,20
ATHLONE,19,13,19
ATHLONE,20,18,15
ATHLONE,21,14,18
ATHLONE,22,12,20
ATHLONE,23,11,25
ATHLONE,24,12,21
ATHLONE,25,19,14
ATHLONE,26,17,22
ATHLONE,27,18,15
ATHLONE,28,28,23
ATHLONE,29,18,27
ATHLONE,30,19,22
ATHLONE,31,23,29
ATHLONE,32,23,14
ATHLONE,33,18,12
ATHLONE,34,16,13
ATHLONE,35,12,20
ATHLONE,36,19,15
ATHLONE,37,20,27
ATHLONE,38,26,24
ATHLONE,39,31,32
ATHLONE,40,27,20
ATHLONE,41,22,26
ATHLONE,42,19,11
ATHLONE,43,19,25
ATHLONE,44,33,28
ATHLONE,45,30,33
ATHLONE,46,18,26
ATHLONE,47,17,24
ATHLONE,48,22,27
ATHLONE,49,25,31
ATHLONE,50,27,33
ATHLONE,51,19,24
ATHLONE,52,13,29
ATHLONE,53,29,22
ATHLONE,54,25,22
ATHLONE,55,15,19
ATHLONE,56,16,19
ATHLONE,57,21,18
ATHLONE,58,12,14
ATHLONE,59,9,28
ATHLONE,60,11,9
ATHLONE,61,9,7
ATHLONE,62,10,10
ATHLONE,63,12,6
ATHLONE,64,9,12
ATHLONE,65,6,10
ATHLONE,66,8,10
ATHLONE,67,7,9
ATHLONE,68,14,12
ATHLONE,69,6,8
ATHLONE,70,9,10
ATHLONE,71,6,7
ATHLONE,72,8,5
ATHLONE,73,7,7
ATHLONE,74,7,9
ATHLONE,75,8,5
ATHLONE,76,10,6
ATHLONE,77,8,5
ATHLONE,78,4,6
ATHLONE,79,3,4
ATHLONE,80,8,4
ATHLONE,81,4,1
ATHLONE,82,3,2
ATHLONE,83,7,4
ATHLONE,84,2,2
ATHLONE,85+,26,24
ATHLONE,No Response,171,182
AVONMORE,0,11,9
AVONMORE,1,11,9
AVONMORE,2,12,6
AVONMORE,3,9,3
AVONMORE,4,9,8
AVONMORE,5,7,9
AVONMORE,6,7,4
AVONMORE,7,4,11
AVONMORE,8,10,10
AVONMORE,9,7,8
AVONMORE,10,10,12
AVONMORE,11,7,6
AVONMORE,12,8,7
AVONMORE,13,7,17
AVONMORE,14,7,9
AVONMORE,15,8,12
AVONMORE,16,10,11
AVONMORE,17,10,11
AVONMORE,18,13,21
AVONMORE,19,13,19
AVONMORE,20,6,11
AVONMORE,21,8,12
AVONMORE,22,15,15
AVONMORE,23,15,15
AVONMORE,24,10,12
AVONMORE,25,12,13
AVONMORE,26,7,10
AVONMORE,27,9,12
AVONMORE,28,14,15
AVONMORE,29,12,15
AVONMORE,30,17,16
AVONMORE,31,7,20
AVONMORE,32,11,14
AVONMORE,33,19,12
AVONMORE,34,6,16
AVONMORE,35,13,13
AVONMORE,36,14,12
AVONMORE,37,12,14
AVONMORE,38,9,11
AVONMORE,39,12,13
AVONMORE,40,16,14
AVONMORE,41,7,10
AVONMORE,42,14,12
AVONMORE,43,17,17
AVONMORE,44,10,13
AVONMORE,45,16,13
AVONMORE,46,18,12
AVONMORE,47,18,16
AVONMORE,48,24,12
AVONMORE,49,20,16
AVONMORE,50,9,26
AVONMORE,51,20,17
AVONMORE,52,15,16
AVONMORE,53,11,22
AVONMORE,54,17,20
AVONMORE,55,10,7
AVONMORE,56,15,12
AVONMORE,57,13,11
AVONMORE,58,9,10
AVONMORE,59,17,16
AVONMORE,60,10,10
AVONMORE,61,10,14
AVONMORE,62,12,10
AVONMORE,63,8,9
AVONMORE,64,8,4
AVONMORE,65,8,8
AVONMORE,66,5,9
AVONMORE,67,6,4
AVONMORE,68,2,9
AVONMORE,69,10,7
AVONMORE,70,10,7
AVONMORE,71,5,4
AVONMORE,72,8,13
AVONMORE,73,5,4
AVONMORE,74,12,9
AVONMORE,75,13,9
AVONMORE,76,16,4
AVONMORE,77,10,4
AVONMORE,78,16,11
AVONMORE,79,12,8
AVONMORE,80,7,6
AVONMORE,81,10,4
AVONMORE,82,6,11
AVONMORE,83,2,4
AVONMORE,84,4,7
AVONMORE,85+,22,19
AVONMORE,No Response,102,117
BALWIN,0,27,22
BALWIN,1,17,12
BALWIN,2,24,22
BALWIN,3,19,25
BALWIN,4,22,22
BALWIN,5,13,23
BALWIN,6,20,28
BALWIN,7,24,23
BALWIN,8,22,35
BALWIN,9,25,26
BALWIN,10,28,29
BALWIN,11,27,21
BALWIN,12,35,29
BALWIN,13,23,28
BALWIN,14,19,25
BALWIN,15,22,30
BALWIN,16,29,30
BALWIN,17,22,35
BALWIN,18,17,28
BALWIN,19,22,40
BALWIN,20,30,21
BALWIN,21,28,26
BALWIN,22,29,26
BALWIN,23,31,26
BALWIN,24,30,29
BALWIN,25,23,22
BALWIN,26,19,27
BALWIN,27,24,24
BALWIN,28,34,16
BALWIN,29,20,31
BALWIN,30,24,30
BALWIN,31,26,31
BALWIN,32,28,22
BALWIN,33,29,31
BALWIN,34,22,21
BALWIN,35,18,26
BALWIN,36,24,32
BALWIN,37,25,14
BALWIN,38,29,26
BALWIN,39,28,28
BALWIN,40,34,28
BALWIN,41,27,26
BALWIN,42,28,30
BALWIN,43,21,35
BALWIN,44,26,27
BALWIN,45,19,30
BALWIN,46,28,34
BALWIN,47,33,32
BALWIN,48,33,40
BALWIN,49,32,43
BALWIN,50,30,26
BALWIN,51,30,25
BALWIN,52,22,26
BALWIN,53,20,23
BALWIN,54,21,18
BALWIN,55,18,14
BALWIN,56,22,21
BALWIN,57,16,13
BALWIN,58,15,24
BALWIN,59,22,21
BALWIN,60,16,16
BALWIN,61,11,24
BALWIN,62,22,17
BALWIN,63,14,13
BALWIN,64,14,17
BALWIN,65,9,14
BALWIN,66,15,11
BALWIN,67,13,9
BALWIN,68,11,10
BALWIN,69,21,13
BALWIN,70,12,11
BALWIN,71,13,13
BALWIN,72,14,12
BALWIN,73,23,13
BALWIN,74,13,17
BALWIN,75,27,12
BALWIN,76,11,10
BALWIN,77,9,11
BALWIN,78,13,19
BALWIN,79,12,23
BALWIN,80,13,9
BALWIN,81,8,9
BALWIN,82,8,5
BALWIN,83,5,7
BALWIN,84,5,4
BALWIN,85+,45,23
BALWIN,No Response,138,181
BANNERMAN,0,27,21
BANNERMAN,1,26,21
BANNERMAN,2,19,21
BANNERMAN,3,23,15
BANNERMAN,4,20,21
BANNERMAN,5,12,11
BANNERMAN,6,12,32
BANNERMAN,7,18,21
BANNERMAN,8,20,24
BANNERMAN,9,13,23
BANNERMAN,10,20,21
BANNERMAN,11,19,17
BANNERMAN,12,19,25
BANNERMAN,13,15,22
BANNERMAN,14,18,13
BANNERMAN,15,16,21
BANNERMAN,16,23,12
BANNERMAN,17,22,22
BANNERMAN,18,19,25
BANNERMAN,19,22,23
