NEIGHBOURHOOD,AGE,FEMALE,MALE
OLESKIW,37,7,12
OLESKIW,38,16,7
OLESKIW,39,9,10
OLESKIW,40,11,5
OLESKIW,41,10,12
OLESKIW,42,13,10
OLESKIW,43,11,12
OLESKIW,44,18,14
OLESKIW,45,28,12
OLESKIW,46,29,25
OLESKIW,47,17,16
OLESKIW,48,19,25
OLESKIW,49,39,28
OLESKIW,50,30,31
OLESKIW,51,35,23
OLESKIW,52,36,34
OLESKIW,53,31,30
OLESKIW,54,41,35
OLESKIW,55,23,39
OLESKIW,56,29,29
OLESKIW,57,25,25
OLESKIW,58,29,31
OLESKIW,59,25,33
OLESKIW,60,23,25
OLESKIW,61,28,25
OLESKIW,62,27,33
OLESKIW,63,16,24
OLESKIW,64,18,13
OLESKIW,65,11,20
OLESKIW,66,17,24
OLESKIW,67,9,17
OLESKIW,68,9,13
OLESKIW,69,20,12
OLESKIW,70,11,15
OLESKIW,71,13,10
OLESKIW,72,7,11
OLESKIW,73,5,9
OLESKIW,74,7,6
OLESKIW,75,7,4
OLESKIW,76,7,3
OLESKIW,77,9,11
OLESKIW,78,8,5
OLESKIW,79,4,6
OLESKIW,80,8,5
OLESKIW,81,6,3
OLESKIW,82,2,3
OLESKIW,83,7,2
OLESKIW,84,1,2
OLESKIW,85+,15,5
OLESKIW,No Response,244,225
OLIVER,0,33,31
OLIVER,1,19,21
OLIVER,2,18,19
OLIVER,3,14,17
OLIVER,4,8,13
OLIVER,5,12,6
OLIVER,6,12,6
OLIVER,7,9,5
OLIVER,8,10,5
OLIVER,9,11,4
OLIVER,10,8,7
OLIVER,11,3,9
OLIVER,12,5,6
OLIVER,13,7,13
OLIVER,14,10,9
OLIVER,15,8,11
OLIVER,16,11,13
OLIVER,17,19,13
OLIVER,18,42,28
OLIVER,19,101,82
OLIVER,20,150,107
OLIVER,21,199,146
OLIVER,22,228,183
OLIVER,23,263,225
OLIVER,24,253,240
OLIVER,25,251,264
OLIVER,26,262,301
OLIVER,27,206,224
OLIVER,28,222,236
OLIVER,29,206,219
OLIVER,30,163,233
OLIVER,31,142,174
OLIVER,32,122,187
OLIVER,33,108,157
OLIVER,34,103,145
OLIVER,35,96,140
OLIVER,36,66,130
OLIVER,37,71,117
OLIVER,38,74,111
OLIVER,39,84,91
OLIVER,40,79,92
OLIVER,41,63,101
OLIVER,42,68,90
OLIVER,43,72,91
OLIVER,44,69,84
OLIVER,45,47,100
OLIVER,46,62,94
OLIVER,47,62,81
OLIVER,48,93,86
OLIVER,49,81,84
OLIVER,50,74,95
OLIVER,51,83,98
OLIVER,52,101,89
OLIVER,53,83,76
OLIVER,54,89,84
OLIVER,55,78,92
OLIVER,56,89,88
OLIVER,57,71,66
OLIVER,58,85,86
OLIVER,59,69,74
OLIVER,60,63,72
OLIVER,61,82,72
OLIVER,62,85,90
OLIVER,63,64,69
OLIVER,64,76,59
OLIVER,65,61,64
OLIVER,66,55,50
OLIVER,67,61,49
OLIVER,68,61,36
OLIVER,69,50,35
OLIVER,70,67,40
OLIVER,71,58,35
OLIVER,72,55,42
OLIVER,73,64,48
OLIVER,74,42,43
OLIVER,75,62,55
OLIVER,76,48,36
OLIVER,77,71,41
OLIVER,78,70,33
OLIVER,79,53,46
OLIVER,80,69,40
OLIVER,81,61,35
OLIVER,82,47,29
OLIVER,83,57,29
OLIVER,84,60,29
OLIVER,85+,297,125
OLIVER,No Response,1813,1847
ORMSBY PLACE,0,23,22
ORMSBY PLACE,1,33,29
ORMSBY PLACE,2,28,26
ORMSBY PLACE,3,43,33
ORMSBY PLACE,4,35,29
ORMSBY PLACE,5,39,26
ORMSBY PLACE,6,42,30
ORMSBY PLACE,7,30,30
ORMSBY PLACE,8,24,29
ORMSBY PLACE,9,39,33
ORMSBY PLACE,10,40,39
ORMSBY PLACE,11,44,37
ORMSBY PLACE,12,36,54
ORMSBY PLACE,13,41,35
ORMSBY PLACE,14,52,48
ORMSBY PLACE,15,49,49
ORMSBY PLACE,16,35,44
ORMSBY PLACE,17,43,47
ORMSBY PLACE,18,57,54
ORMSBY PLACE,19,39,40
ORMSBY PLACE,20,33,52
ORMSBY PLACE,21,55,48
ORMSBY PLACE,22,46,51
ORMSBY PLACE,23,44,48
ORMSBY PLACE,24,48,48
ORMSBY PLACE,25,37,51
ORMSBY PLACE,26,32,43
ORMSBY PLACE,27,26,43
ORMSBY PLACE,28,51,47
ORMSBY PLACE,29,32,30
ORMSBY PLACE,30,43,33
ORMSBY PLACE,31,24,25
ORMSBY PLACE,32,23,22
ORMSBY PLACE,33,41,29
ORMSBY PLACE,34,37,33
ORMSBY PLACE,35,40,27
ORMSBY PLACE,36,39,30
ORMSBY PLACE,37,41,26
ORMSBY PLACE,38,39,34
ORMSBY PLACE,39,38,35
ORMSBY PLACE,40,34,36
ORMSBY PLACE,41,46,43
ORMSBY PLACE,42,36,35
ORMSBY PLACE,43,47,33
ORMSBY PLACE,44,44,47
ORMSBY PLACE,45,53,33
ORMSBY PLACE,46,48,45
ORMSBY PLACE,47,48,30
ORMSBY PLACE,48,50,56
ORMSBY PLACE,49,52,50
ORMSBY PLACE,50,54,49
ORMSBY PLACE,51,54,46
ORMSBY PLACE,52,48,45
ORMSBY PLACE,53,52,49
ORMSBY PLACE,54,31,48
ORMSBY PLACE,55,45,29
ORMSBY PLACE,56,26,21
ORMSBY PLACE,57,28,31
ORMSBY PLACE,58,39,28
ORMSBY PLACE,59,24,31
ORMSBY PLACE,60,25,31
ORMSBY PLACE,61,22,21
ORMSBY PLACE,62,17,23
ORMSBY PLACE,63,13,15
ORMSBY PLACE,64,18,14
ORMSBY PLACE,65,16,11
ORMSBY PLACE,66,11,7
ORMSBY PLACE,67,14,10
ORMSBY PLACE,68,12,6
ORMSBY PLACE,69,13,10
ORMSBY PLACE,70,14,9
ORMSBY PLACE,71,12,7
ORMSBY PLACE,72,4,3
ORMSBY PLACE,73,8,9
ORMSBY PLACE,74,8,8
ORMSBY PLACE,75,3,6
ORMSBY PLACE,76,4,4
ORMSBY PLACE,77,5,5
ORMSBY PLACE,78,3,3
ORMSBY PLACE,79,1,3
ORMSBY PLACE,80,5,3
ORMSBY PLACE,81,4,4
ORMSBY PLACE,82,3,3
ORMSBY PLACE,83,3,1
ORMSBY PLACE,84,1,1
ORMSBY PLACE,85+,16,11
ORMSBY PLACE,No Response,222,259
OTTEWELL,0,26,16
OTTEWELL,1,17,21
OTTEWELL,2,29,28
OTTEWELL,3,21,22
OTTEWELL,4,20,15
OTTEWELL,5,25,28
OTTEWELL,6,15,17
OTTEWELL,7,18,18
OTTEWELL,8,32,29
OTTEWELL,9,33,32
OTTEWELL,10,29,20
OTTEWELL,11,30,29
OTTEWELL,12,23,33
OTTEWELL,13,31,27
OTTEWELL,14,29,38
OTTEWELL,15,35,30
OTTEWELL,16,37,35
OTTEWELL,17,34,31
OTTEWELL,18,34,28
OTTEWELL,19,39,51
OTTEWELL,20,46,44
OTTEWELL,21,40,41
OTTEWELL,22,37,40
OTTEWELL,23,41,50
OTTEWELL,24,28,33
OTTEWELL,25,20,44
OTTEWELL,26,23,33
OTTEWELL,27,21,24
OTTEWELL,28,29,25
OTTEWELL,29,30,31
OTTEWELL,30,21,24
OTTEWELL,31,26,33
OTTEWELL,32,24,31
OTTEWELL,33,30,27
OTTEWELL,34,23,24
OTTEWELL,35,24,30
OTTEWELL,36,21,30
OTTEWELL,37,23,24
OTTEWELL,38,34,37
OTTEWELL,39,27,33
OTTEWELL,40,40,26
OTTEWELL,41,30,39
OTTEWELL,42,32,28
OTTEWELL,43,30,39
OTTEWELL,44,37,41
OTTEWELL,45,39,34
OTTEWELL,46,41,33
OTTEWELL,47,52,40
OTTEWELL,48,43,40
OTTEWELL,49,57,55
OTTEWELL,50,42,50
OTTEWELL,51,53,42
OTTEWELL,52,34,35
OTTEWELL,53,37,46
OTTEWELL,54,41,36
OTTEWELL,55,40,43
OTTEWELL,56,31,40
OTTEWELL,57,20,20
OTTEWELL,58,31,27
OTTEWELL,59,28,26
OTTEWELL,60,31,25
OTTEWELL,61,24,26
OTTEWELL,62,29,26
OTTEWELL,63,22,22
OTTEWELL,64,23,18
OTTEWELL,65,25,20
OTTEWELL,66,26,13
OTTEWELL,67,24,11
OTTEWELL,68,42,19
OTTEWELL,69,33,23
OTTEWELL,70,23,16
OTTEWELL,71,38,25
OTTEWELL,72,40,27
OTTEWELL,73,42,30
OTTEWELL,74,37,31
OTTEWELL,75,37,31
OTTEWELL,76,34,25
OTTEWELL,77,50,27
OTTEWELL,78,30,61
OTTEWELL,79,37,22
OTTEWELL,80,31,32
OTTEWELL,81,31,20
OTTEWELL,82,25,22
OTTEWELL,83,26,23
OTTEWELL,84,18,11
OTTEWELL,85+,120,49
OTTEWELL,No Response,285,332
OVERLANDERS,0,18,11
OVERLANDERS,1,19,19
OVERLANDERS,2,15,14
OVERLANDERS,3,15,18
OVERLANDERS,4,21,14
OVERLANDERS,5,12,15
OVERLANDERS,6,11,17
OVERLANDERS,7,9,14
OVERLANDERS,8,23,22
OVERLANDERS,9,21,17
OVERLANDERS,10,22,14
OVERLANDERS,11,16,19
OVERLANDERS,12,25,18
OVERLANDERS,13,16,20
OVERLANDERS,14,24,16
OVERLANDERS,15,21,17
OVERLANDERS,16,17,16
OVERLANDERS,17,13,15
OVERLANDERS,18,20,17
OVERLANDERS,19,21,15
OVERLANDERS,20,27,33
OVERLANDERS,21,32,28
OVERLANDERS,22,32,23
OVERLANDERS,23,29,33
OVERLANDERS,24,36,32
OVERLANDERS,25,34,33
OVERLANDERS,26,24,36
OVERLANDERS,27,26,34
OVERLANDERS,28,21,35
OVERLANDERS,29,31,22
OVERLANDERS,30,28,20
OVERLANDERS,31,28,41
OVERLANDERS,32,27,27
OVERLANDERS,33,19,20
OVERLANDERS,34,22,22
OVERLANDERS,35,15,19
OVERLANDERS,36,23,19
OVERLANDERS,37,29,27
OVERLANDERS,38,25,22
OVERLANDERS,39,17,19
OVERLANDERS,40,22,16
OVERLANDERS,41,16,17
OVERLANDERS,42,15,11
OVERLANDERS,43,19,19
OVERLANDERS,44,17,24
OVERLANDERS,45,19,22
OVERLANDERS,46,19,28
OVERLANDERS,47,20,26
OVERLANDERS,48,15,21
OVERLANDERS,49,15,32
OVERLANDERS,50,30,21
OVERLANDERS,51,18,24
OVERLANDERS,52,12,17
OVERLANDERS,53,16,18
OVERLANDERS,54,22,24
OVERLANDERS,55,20,11
OVERLANDERS,56,21,16
OVERLANDERS,57,12,17
OVERLANDERS,58,17,12
OVERLANDERS,59,13,12
OVERLANDERS,60,11,9
OVERLANDERS,61,10,14
OVERLANDERS,62,11,11
OVERLANDERS,63,5,8
OVERLANDERS,64,7,5
OVERLANDERS,65,10,7
OVERLANDERS,66,8,8
OVERLANDERS,67,5,3
OVERLANDERS,68,6,6
OVERLANDERS,69,9,3
OVERLANDERS,70,2,5
OVERLANDERS,71,5,4
OVERLANDERS,72,2,2
OVERLANDERS,73,8,5
OVERLANDERS,74,5,3
OVERLANDERS,75,0,5
OVERLANDERS,76,4,3
OVERLANDERS,77,1,5
OVERLANDERS,78,8,3
OVERLANDERS,79,3,1
OVERLANDERS,80,4,1
OVERLANDERS,81,2,1
OVERLANDERS,82,6,0
OVERLANDERS,83,2,1
OVERLANDERS,84,2,1
OVERLANDERS,85+,4,3
OVERLANDERS,No Response,40,56
OXFORD,0,18,20
OXFORD,1,16,25
OXFORD,2,20,18
OXFORD,3,14,17
OXFORD,4,18,21
OXFORD,5,24,28
OXFORD,6,10,16
OXFORD,7,21,23
OXFORD,8,22,21
OXFORD,9,22,22
OXFORD,10,28,18
OXFORD,11,12,16
OXFORD,12,24,25
OXFORD,13,24,23
OXFORD,14,28,23
OXFORD,15,28,21
OXFORD,16,30,23
OXFORD,17,15,23
OXFORD,18,23,46
OXFORD,19,32,22
OXFORD,20,21,25
OXFORD,21,21,26
OXFORD,22,16,25
OXFORD,23,27,23
OXFORD,24,19,23
OXFORD,25,19,31
OXFORD,26,24,23
OXFORD,27,18,28
OXFORD,28,24,29
OXFORD,29,25,21
OXFORD,30,26,20
OXFORD,31,24,20
OXFORD,32,17,25
OXFORD,33,18,23
OXFORD,34,28,19
OXFORD,35,25,22
OXFORD,36,24,31
OXFORD,37,18,14
OXFORD,38,26,9
OXFORD,39,23,23
OXFORD,40,21,26
OXFORD,41,25,16
OXFORD,42,28,26
OXFORD,43,26,28
OXFORD,44,28,24
OXFORD,45,27,24
OXFORD,46,27,24
OXFORD,47,25,27
OXFORD,48,29,35
OXFORD,49,37,27
OXFORD,50,39,18
OXFORD,51,28,23
OXFORD,52,27,31
OXFORD,53,20,31
OXFORD,54,26,32
OXFORD,55,23,25
OXFORD,56,16,24
OXFORD,57,23,19
OXFORD,58,16,14
OXFORD,59,18,15
OXFORD,60,9,15
OXFORD,61,11,13
OXFORD,62,8,10
OXFORD,63,12,13
OXFORD,64,7,6
OXFORD,65,12,11
OXFORD,66,6,8
OXFORD,67,10,3
OXFORD,68,10,11
OXFORD,69,7,5
OXFORD,70,4,8
OXFORD,71,11,9
OXFORD,72,6,9
OXFORD,73,7,3
OXFORD,74,5,4
OXFORD,75,9,4
OXFORD,76,3,5
OXFORD,77,6,4
OXFORD,78,9,5
OXFORD,79,4,3
OXFORD,80,2,3
OXFORD,81,6,5
OXFORD,82,2,3
OXFORD,83,4,3
OXFORD,84,4,4
OXFORD,85+,12,9
OXFORD,No Response,93,106
OZERNA,0,13,20
OZERNA,1,26,27
OZERNA,2,19,23
OZERNA,3,21,24
OZERNA,4,20,24
OZERNA,5,30,35
OZERNA,6,15,25
OZERNA,7,32,32
OZERNA,8,30,38
OZERNA,9,27,24
OZERNA,10,24,42
OZERNA,11,28,39
OZERNA,12,26,49
OZERNA,13,31,34
OZERNA,14,41,36
OZERNA,15,29,27
OZERNA,16,36,45
OZERNA,17,21,41
OZERNA,18,29,45
OZERNA,19,26,47
OZERNA,20,27,27
OZERNA,21,39,36
OZERNA,22,29,36
OZERNA,23,33,32
OZERNA,24,42,33
OZERNA,25,37,32
OZERNA,26,28,32
OZERNA,27,27,24
OZERNA,28,17,24
OZERNA,29,34,32
OZERNA,30,33,19
OZERNA,31,22,23
OZERNA,32,23,32
OZERNA,33,22,25
OZERNA,34,26,18
OZERNA,35,32,24
OZERNA,36,32,22
OZERNA,37,20,25
OZERNA,38,25,32
OZERNA,39,38,29
OZERNA,40,37,25
OZERNA,41,40,29
OZERNA,42,27,35
OZERNA,43,54,40
OZERNA,44,38,41
OZERNA,45,35,41
OZERNA,46,44,33
OZERNA,47,41,36
OZERNA,48,35,32
OZERNA,49,34,41
OZERNA,50,36,37
OZERNA,51,38,31
OZERNA,52,40,46
OZERNA,53,41,37
OZERNA,54,25,41
OZERNA,55,32,34
OZERNA,56,29,22
OZERNA,57,26,24
OZERNA,58,19,31
OZERNA,59,27,27
OZERNA,60,19,22
OZERNA,61,18,17
OZERNA,62,24,19
OZERNA,63,19,11
OZERNA,64,7,14
OZERNA,65,13,14
OZERNA,66,13,18
OZERNA,67,15,11
OZERNA,68,8,11
OZERNA,69,11,6
OZERNA,70,13,7
OZERNA,71,5,5
OZERNA,72,11,5
OZERNA,73,12,13
OZERNA,74,12,9
OZERNA,75,2,4
OZERNA,76,9,6
OZERNA,77,2,2
OZERNA,78,5,3
OZERNA,79,4,3
OZERNA,80,7,1
OZERNA,81,5,4
OZERNA,82,4,3
OZERNA,83,5,2
OZERNA,84,5,4
OZERNA,85+,15,10
OZERNA,No Response,173,155
PAPASCHASE INDUSTRIAL,0,0,0
PAPASCHASE INDUSTRIAL,1,0,0
PAPASCHASE INDUSTRIAL,2,0,0
PAPASCHASE INDUSTRIAL,3,0,0
PAPASCHASE INDUSTRIAL,4,0,0
PAPASCHASE INDUSTRIAL,5,0,0
PAPASCHASE INDUSTRIAL,6,0,0
PAPASCHASE INDUSTRIAL,7,0,0
PAPASCHASE INDUSTRIAL,8,0,0
PAPASCHASE INDUSTRIAL,9,0,0
PAPASCHASE INDUSTRIAL,10,0,0
PAPASCHASE INDUSTRIAL,11,0,0
PAPASCHASE INDUSTRIAL,12,0,0
PAPASCHASE INDUSTRIAL,13,0,0
PAPASCHASE INDUSTRIAL,14,0,0
PAPASCHASE INDUSTRIAL,15,0,0
PAPASCHASE INDUSTRIAL,16,0,0
PAPASCHASE INDUSTRIAL,17,0,0
PAPASCHASE INDUSTRIAL,18,0,0
PAPASCHASE INDUSTRIAL,19,0,0
PAPASCHASE INDUSTRIAL,20,0,0
PAPASCHASE INDUSTRIAL,21,0,0
PAPASCHASE INDUSTRIAL,22,0,0
PAPASCHASE INDUSTRIAL,23,0,0
PAPASCHASE INDUSTRIAL,24,0,0
PAPASCHASE INDUSTRIAL,25,0,0
PAPASCHASE INDUSTRIAL,26,0,0
PAPASCHASE INDUSTRIAL,27,0,0
PAPASCHASE INDUSTRIAL,28,0,0
PAPASCHASE INDUSTRIAL,29,0,0
PAPASCHASE INDUSTRIAL,30,0,0
PAPASCHASE INDUSTRIAL,31,0,0
PAPASCHASE INDUSTRIAL,32,0,0
PAPASCHASE INDUSTRIAL,33,0,0
PAPASCHASE INDUSTRIAL,34,0,0
PAPASCHASE INDUSTRIAL,35,0,0
PAPASCHASE INDUSTRIAL,36,0,0
PAPASCHASE INDUSTRIAL,37,0,0
PAPASCHASE INDUSTRIAL,38,0,0
PAPASCHASE INDUSTRIAL,39,0,0
PAPASCHASE INDUSTRIAL,40,0,0
PAPASCHASE INDUSTRIAL,41,0,0
PAPASCHASE INDUSTRIAL,42,0,0
PAPASCHASE INDUSTRIAL,43,0,0
PAPASCHASE INDUSTRIAL,44,0,0
PAPASCHASE INDUSTRIAL,45,0,0
PAPASCHASE INDUSTRIAL,46,0,0
PAPASCHASE INDUSTRIAL,47,0,0
PAPASCHASE INDUSTRIAL,48,0,0
PAPASCHASE INDUSTRIAL,49,0,0
PAPASCHASE INDUSTRIAL,50,0,0
PAPASCHASE INDUSTRIAL,51,0,0
PAPASCHASE INDUSTRIAL,52,0,0
PAPASCHASE INDUSTRIAL,53,0,0
PAPASCHASE INDUSTRIAL,54,0,0
PAPASCHASE INDUSTRIAL,55,0,0
PAPASCHASE INDUSTRIAL,56,0,0
PAPASCHASE INDUSTRIAL,57,0,0
PAPASCHASE INDUSTRIAL,58,0,0
PAPASCHASE INDUSTRIAL,59,0,0
PAPASCHASE INDUSTRIAL,60,0,0
PAPASCHASE INDUSTRIAL,61,0,0
PAPASCHASE INDUSTRIAL,62,0,0
PAPASCHASE INDUSTRIAL,63,0,0
PAPASCHASE INDUSTRIAL,64,0,0
PAPASCHASE INDUSTRIAL,65,0,0
PAPASCHASE INDUSTRIAL,66,0,0
PAPASCHASE INDUSTRIAL,67,0,0
PAPASCHASE INDUSTRIAL,68,0,0
PAPASCHASE INDUSTRIAL,69,0,0
PAPASCHASE INDUSTRIAL,70,0,0
PAPASCHASE INDUSTRIAL,71,0,0
PAPASCHASE INDUSTRIAL,72,0,0
PAPASCHASE INDUSTRIAL,73,0,0
PAPASCHASE INDUSTRIAL,74,0,0
PAPASCHASE INDUSTRIAL,75,0,0
PAPASCHASE INDUSTRIAL,76,0,0
PAPASCHASE INDUSTRIAL,77,0,0
PAPASCHASE INDUSTRIAL,78,0,0
PAPASCHASE INDUSTRIAL,79,0,0
PAPASCHASE INDUSTRIAL,80,0,0
PAPASCHASE INDUSTRIAL,81,0,0
PAPASCHASE INDUSTRIAL,82,0,0
PAPASCHASE INDUSTRIAL,83,0,0
PAPASCHASE INDUSTRIAL,84,0,0
PAPASCHASE INDUSTRIAL,85+,0,0
PAPASCHASE INDUSTRIAL,No Response,0,0
PARKALLEN,0,10,7
PARKALLEN,1,7,10
PARKALLEN,2,16,9
PARKALLEN,3,11,4
PARKALLEN,4,7,11
PARKALLEN,5,9,10
PARKALLEN,6,9,4
PARKALLEN,7,9,12
PARKALLEN,8,14,9
PARKALLEN,9,8,9
PARKALLEN,10,11,11
PARKALLEN,11,2,10
PARKALLEN,12,9,18
PARKALLEN,13,10,11
PARKALLEN,14,8,8
PARKALLEN,15,8,9
PARKALLEN,16,7,11
PARKALLEN,17,10,6
PARKALLEN,18,14,14
PARKALLEN,19,23,20
PARKALLEN,20,31,19
PARKALLEN,21,24,32
PARKALLEN,22,33,36
PARKALLEN,23,31,38
PARKALLEN,24,26,26
PARKALLEN,25,22,32
PARKALLEN,26,27,31
PARKALLEN,27,15,18
PARKALLEN,28,17,24
PARKALLEN,29,18,19
PARKALLEN,30,11,15
PARKALLEN,31,17,15
PARKALLEN,32,13,16
PARKALLEN,33,16,12
PARKALLEN,34,14,18
PARKALLEN,35,14,14
PARKALLEN,36,9,13
PARKALLEN,37,12,12
PARKALLEN,38,11,13
PARKALLEN,39,19,20
PARKALLEN,40,19,12
PARKALLEN,41,16,9
PARKALLEN,42,19,12
PARKALLEN,43,14,13
PARKALLEN,44,14,15
PARKALLEN,45,14,23
PARKALLEN,46,14,13
PARKALLEN,47,13,12
PARKALLEN,48,19,31
PARKALLEN,49,22,15
PARKALLEN,50,15,16
PARKALLEN,51,15,9
PARKALLEN,52,17,16
PARKALLEN,53,13,13
PARKALLEN,54,20,18
PARKALLEN,55,14,7
PARKALLEN,56,19,12
PARKALLEN,57,13,13
PARKALLEN,58,8,13
PARKALLEN,59,13,15
PARKALLEN,60,16,8
PARKALLEN,61,6,13
PARKALLEN,62,6,9
PARKALLEN,63,9,8
PARKALLEN,64,4,8
PARKALLEN,65,9,5
PARKALLEN,66,5,6
PARKALLEN,67,9,6
PARKALLEN,68,5,4
PARKALLEN,69,4,7
PARKALLEN,70,1,2
PARKALLEN,71,7,4
PARKALLEN,72,4,2
PARKALLEN,73,3,2
PARKALLEN,74,4,3
PARKALLEN,75,2,3
PARKALLEN,76,2,1
PARKALLEN,77,4,3
PARKALLEN,78,7,2
PARKALLEN,79,3,4
PARKALLEN,80,4,5
PARKALLEN,81,2,1
PARKALLEN,82,3,1
PARKALLEN,83,1,3
PARKALLEN,84,3,4
PARKALLEN,85+,23,10
PARKALLEN,No Response,92,97
PARKDALE,0,15,18
PARKDALE,1,18,20
PARKDALE,2,15,11
PARKDALE,3,18,7
PARKDALE,4,13,11
PARKDALE,5,8,10
PARKDALE,6,11,12
PARKDALE,7,14,8
PARKDALE,8,8,5
PARKDALE,9,14,6
PARKDALE,10,14,11
PARKDALE,11,10,9
PARKDALE,12,10,12
PARKDALE,13,15,13
PARKDALE,14,13,9
PARKDALE,15,8,11
PARKDALE,16,17,19
PARKDALE,17,12,12
PARKDALE,18,11,23
PARKDALE,19,24,21
PARKDALE,20,25,25
PARKDALE,21,21,17
PARKDALE,22,35,21
PARKDALE,23,28,27
PARKDALE,24,29,41
PARKDALE,25,32,39
PARKDALE,26,32,31
PARKDALE,27,28,27
PARKDALE,28,30,25
PARKDALE,29,36,26
PARKDALE,30,29,23
PARKDALE,31,20,28
PARKDALE,32,17,34
PARKDALE,33,14,22
PARKDALE,34,14,19
PARKDALE,35,13,15
PARKDALE,36,12,15
PARKDALE,37,18,24
PARKDALE,38,18,22
PARKDALE,39,17,17
PARKDALE,40,15,18
PARKDALE,41,17,17
PARKDALE,42,20,21
PARKDALE,43,23,19
PARKDALE,44,13,29
PARKDALE,45,15,23
PARKDALE,46,20,19
PARKDALE,47,18,17
PARKDALE,48,20,15
PARKDALE,49,18,24
PARKDALE,50,17,19
PARKDALE,51,15,26
PARKDALE,52,22,17
PARKDALE,53,11,17
PARKDALE,54,10,23
PARKDALE,55,18,19
PARKDALE,56,10,14
PARKDALE,57,16,8
PARKDALE,58,12,18
PARKDALE,59,11,14
PARKDALE,60,15,11
PARKDALE,61,12,15
PARKDALE,62,7,6
PARKDALE,63,9,10
PARKDALE,64,7,9
PARKDALE,65,8,13
PARKDALE,66,2,8
PARKDALE,67,8,8
PARKDALE,68,12,8
PARKDALE,69,9,3
PARKDALE,70,6,9
PARKDALE,71,9,2
PARKDALE,72,3,2
PARKDALE,73,9,6
PARKDALE,74,7,2
PARKDALE,75,5,5
PARKDALE,76,2,3
PARKDALE,77,3,4
PARKDALE,78,7,11
PARKDALE,79,5,4
PARKDALE,80,8,5
PARKDALE,81,5,2
PARKDALE,82,4,2
PARKDALE,83,2,1
PARKDALE,84,7,0
PARKDALE,85+,23,18
PARKDALE,No Response,375,502
PARKVIEW,0,16,17
PARKVIEW,1,19,21
PARKVIEW,2,14,14
PARKVIEW,3,19,19
PARKVIEW,4,19,12
PARKVIEW,5,18,13
PARKVIEW,6,12,17
PARKVIEW,7,16,12
PARKVIEW,8,19,17
PARKVIEW,9,16,16
PARKVIEW,10,15,19
PARKVIEW,11,14,16
PARKVIEW,12,25,13
PARKVIEW,13,21,20
PARKVIEW,14,24,21
PARKVIEW,15,22,24
PARKVIEW,16,27,21
PARKVIEW,17,25,28
PARKVIEW,18,19,27
PARKVIEW,19,19,24
PARKVIEW,20,16,17
PARKVIEW,21,15,24
PARKVIEW,22,20,14
PARKVIEW,23,16,12
PARKVIEW,24,11,12
PARKVIEW,25,13,9
PARKVIEW,26,7,15
PARKVIEW,27,8,7
PARKVIEW,28,6,14
PARKVIEW,29,14,12
PARKVIEW,30,19,16
PARKVIEW,31,14,12
PARKVIEW,32,17,16
PARKVIEW,33,26,16
PARKVIEW,34,18,18
PARKVIEW,35,19,14
PARKVIEW,36,22,18
PARKVIEW,37,15,14
PARKVIEW,38,21,17
PARKVIEW,39,17,27
PARKVIEW,40,23,14
PARKVIEW,41,25,13
PARKVIEW,42,16,29
PARKVIEW,43,20,16
PARKVIEW,44,21,29
PARKVIEW,45,22,27
PARKVIEW,46,34,29
PARKVIEW,47,25,29
PARKVIEW,48,32,26
PARKVIEW,49,40,34
PARKVIEW,50,29,29
PARKVIEW,51,14,30
PARKVIEW,52,32,24
PARKVIEW,53,27,24
PARKVIEW,54,26,27
PARKVIEW,55,20,30
PARKVIEW,56,20,13
PARKVIEW,57,19,24
PARKVIEW,58,20,18
PARKVIEW,59,15,16
PARKVIEW,60,20,18
PARKVIEW,61,15,16
PARKVIEW,62,17,17
PARKVIEW,63,16,17
PARKVIEW,64,12,15
PARKVIEW,65,15,11
PARKVIEW,66,12,13
PARKVIEW,67,9,6
PARKVIEW,68,12,8
PARKVIEW,69,16,14
PARKVIEW,70,11,6
PARKVIEW,71,13,11
PARKVIEW,72,11,5
PARKVIEW,73,14,11
PARKVIEW,74,11,11
PARKVIEW,75,17,16
PARKVIEW,76,12,11
PARKVIEW,77,15,11
PARKVIEW,78,9,10
PARKVIEW,79,18,8
PARKVIEW,80,11,8
PARKVIEW,81,5,8
PARKVIEW,82,12,7
PARKVIEW,83,14,9
PARKVIEW,84,9,9
PARKVIEW,85+,42,37
PARKVIEW,No Response,193,179
PARSONS INDUSTRIAL,0,0,0
PARSONS INDUSTRIAL,1,0,0
PARSONS INDUSTRIAL,2,0,0
PARSONS INDUSTRIAL,3,0,0
PARSONS INDUSTRIAL,4,0,0
PARSONS INDUSTRIAL,5,0,0
PARSONS INDUSTRIAL,6,0,0
PARSONS INDUSTRIAL,7,0,0
PARSONS INDUSTRIAL,8,0,0
PARSONS INDUSTRIAL,9,0,0
PARSONS INDUSTRIAL,10,0,0
PARSONS INDUSTRIAL,11,0,0
PARSONS INDUSTRIAL,12,0,0
PARSONS INDUSTRIAL,13,0,0
PARSONS INDUSTRIAL,14,0,0
PARSONS INDUSTRIAL,15,0,0
PARSONS INDUSTRIAL,16,0,0
PARSONS INDUSTRIAL,17,0,0
PARSONS INDUSTRIAL,18,0,0
PARSONS INDUSTRIAL,19,0,0
PARSONS INDUSTRIAL,20,0,0
PARSONS INDUSTRIAL,21,0,0
PARSONS INDUSTRIAL,22,0,0
