NUMBER,NAME,LATITUDE,LONGITUDE,Location
4750,Rosenthal,53.5193977355957,-113.701210021973,"(53.5193977355957, -113.701210021973)"
1220,Rossdale,53.5331535339355,-113.495792388916,"(53.5331535339355, -113.495792388916)"
3390,Rosslyn,53.5957565307617,-113.504287719727,"(53.5957565307617, -113.504287719727)"
5430,Royal Gardens,53.479419708252,-113.528057098389,"(53.479419708252, -113.528057098389)"
2660,Rundle Heights,53.5632209777832,-113.39192199707,"(53.5632209777832, -113.39192199707)"
2670,Rural North East Horse Hill,53.6637840270996,-113.329906463623,"(53.6637840270996, -113.329906463623)"
2680,Rural North East North Sturgeon,53.6782302856445,-113.380062103271,"(53.6782302856445, -113.380062103271)"
2690,Rural North East South Sturgeon,53.6385383605957,-113.331596374512,"(53.6385383605957, -113.331596374512)"
6660,Rural South East,53.4186172485352,-113.381393432617,"(53.4186172485352, -113.381393432617)"
4460,Rural West,53.4362602233887,-113.666393280029,"(53.4362602233887, -113.666393280029)"
4470,Rural West Big Lake,53.5774612426758,-113.689743041992,"(53.5774612426758, -113.689743041992)"
5454,Rutherford,53.4167633056641,-113.529788970947,"(53.4167633056641, -113.529788970947)"
6670,Sakaw,53.4419784545898,-113.428829193115,"(53.4419784545898, -113.428829193115)"
6680,Satoo,53.4463729858398,-113.458889007568,"(53.4463729858398, -113.458889007568)"
2700,Schonsee,53.6323623657227,-113.455146789551,"(53.6323623657227, -113.455146789551)"
4487,Secord,53.533935546875,-113.701351165771,"(53.533935546875, -113.701351165771)"
4490,Sheffield Industrial,53.5608177185059,-113.59659576416,"(53.5608177185059, -113.59659576416)"
3410,Sherbrooke,53.5756645202637,-113.547283172607,"(53.5756645202637, -113.547283172607)"
4500,Sherwood,53.5291023254395,-113.584144592285,"(53.5291023254395, -113.584144592285)"
2710,Sifton Park,53.5945243835449,-113.408401489258,"(53.5945243835449, -113.408401489258)"
6442,Silver Berry,53.4611587524414,-113.381404876709,"(53.4611587524414, -113.381404876709)"
5460,Skyrattler,53.4503288269043,-113.522872924805,"(53.4503288269043, -113.522872924805)"
6195,South Edmonton Common,53.4466953277588,-113.48607635498,"(53.4466953277588, -113.48607635498)"
5642,South Terwillegar,53.4402465820313,-113.579025268555,"(53.4402465820313, -113.579025268555)"
6690,Southeast Industrial,53.4997138977051,-113.374603271484,"(53.4997138977051, -113.374603271484)"
1230,Spruce Avenue,53.5646362304688,-113.499500274658,"(53.5646362304688, -113.499500274658)"
4474,Starling,53.592264175415,-113.657844543457,"(53.592264175415, -113.657844543457)"
5470,Steinhauer,53.464527130127,-113.505935668945,"(53.464527130127, -113.505935668945)"
4486,Stewart Greens,53.5375823974609,-113.67053604126,"(53.5375823974609, -113.67053604126)"
4510,Stone Industrial,53.5449600219727,-113.621669769287,"(53.5449600219727, -113.621669769287)"
5480,Strathcona,53.5223903656006,-113.490982055664,"(53.5223903656006, -113.490982055664)"
6700,Strathcona Industrial Park,53.4740562438965,-113.478775024414,"(53.4740562438965, -113.478775024414)"
5151,Strathcona Junction,53.5081996917725,-113.494689941406,"(53.5081996917725, -113.494689941406)"
6710,Strathearn,53.5312919616699,-113.464046478271,"(53.5312919616699, -113.464046478271)"
4730,Suder Greens,53.524600982666,-113.677276611328,"(53.524600982666, -113.677276611328)"
4520,Summerlea,53.5256271362305,-113.622634887695,"(53.5256271362305, -113.622634887695)"
6213,Summerside,53.4175262451172,-113.461227416992,"(53.4175262451172, -113.461227416992)"
4530,Sunwapta Industrial,53.544979095459,-113.645946502686,"(53.544979095459, -113.645946502686)"
5490,Sweet Grass,53.4643173217773,-113.527568817139,"(53.4643173217773, -113.527568817139)"
6443,Tamarack,53.4648132324219,-113.359169006348,"(53.4648132324219, -113.359169006348)"
6720,Tawa,53.4619331359863,-113.427711486816,"(53.4619331359863, -113.427711486816)"
4540,Terra Losa,53.5332946777344,-113.622180938721,"(53.5332946777344, -113.622180938721)"
6730,Terrace Heights,53.5420799255371,-113.437801361084,"(53.5420799255371, -113.437801361084)"
5640,Terwillegar Towne,53.4506721496582,-113.577735900879,"(53.4506721496582, -113.577735900879)"
4461,The Hamptons,53.487621307373,-113.675693511963,"(53.487621307373, -113.675693511963)"
6216,The Orchards At Ellerslie,53.4030876159668,-113.46431350708,"(53.4030876159668, -113.46431350708)"
4560,Thorncliff,53.5166969299316,-113.622825622559,"(53.5166969299316, -113.622825622559)"
6750,Tipaskan,53.4618949890137,-113.458000183105,"(53.4618949890137, -113.458000183105)"
4471,Trumpeter Area,53.5922584533691,-113.676601409912,"(53.5922584533691, -113.676601409912)"
6760,Tweddle Place,53.4783706665039,-113.459159851074,"(53.4783706665039, -113.459159851074)"
5511,Twin Brooks,53.4446868896484,-113.531551361084,"(53.4446868896484, -113.531551361084)"
5520,University of Alberta,53.5235786437988,-113.522846221924,"(53.5235786437988, -113.522846221924)"
5530,University of Alberta Farm,53.4981842041016,-113.532001495361,"(53.4981842041016, -113.532001495361)"
1240,Virginia Park,53.5608863830566,-113.450298309326,"(53.5608863830566, -113.450298309326)"
6662,Walker,53.417652130127,-113.430435180664,"(53.417652130127, -113.430435180664)"
4740,Webber Greens,53.5303077697754,-113.676681518555,"(53.5303077697754, -113.676681518555)"
4570,Wedgewood Heights,53.4787139892578,-113.646579742432,"(53.4787139892578, -113.646579742432)"
6770,Weinlos,53.4599075317383,-113.413833618164,"(53.4599075317383, -113.413833618164)"
6780,Weir Industrial,53.5117645263672,-113.406108856201,"(53.5117645263672, -113.406108856201)"
3430,Wellington,53.595832824707,-113.55269241333,"(53.595832824707, -113.55269241333)"
4580,West Jasper Place,53.5366287231445,-113.584144592285,"(53.5366287231445, -113.584144592285)"
4590,West Meadowlark Park,53.5256042480469,-113.609058380127,"(53.5256042480469, -113.609058380127)"
4600,West Sheffield Industrial,53.5594940185547,-113.609043121338,"(53.5594940185547, -113.609043121338)"
5540,Westbrook Estates,53.4682121276855,-113.544452667236,"(53.4682121276855, -113.544452667236)"
3440,Westmount,53.5499877929688,-113.539974212646,"(53.5499877929688, -113.539974212646)"
4610,Westridge,53.5056228637695,-113.601371765137,"(53.5056228637695, -113.601371765137)"
4620,Westview Village,53.5522232055664,-113.696670532227,"(53.5522232055664, -113.696670532227)"
1250,Westwood,53.5759429931641,-113.498584747314,"(53.5759429931641, -113.498584747314)"
4630,White Industrial,53.5647144317627,-113.648620605469,"(53.5647144317627, -113.648620605469)"
5550,Whitemud Creek Ravine North,53.4867973327637,-113.556602478027,"(53.4867973327637, -113.556602478027)"
5560,Whitemud Creek Ravine South,53.4684982299805,-113.560340881348,"(53.4684982299805, -113.560340881348)"
5565,Whitemud Creek Ravine Twin Brooks,53.442813873291,-113.544696807861,"(53.442813873291, -113.544696807861)"
6790,Wild Rose,53.4705657958984,-113.381168365479,"(53.4705657958984, -113.381168365479)"
4640,Wilson Industrial,53.5540771484375,-113.633522033691,"(53.5540771484375, -113.633522033691)"
5570,Windermere,53.4325714111328,-113.626007080078,"(53.4325714111328, -113.626007080078)"
5575,Windermere Area,53.4030151367188,-113.63179397583,"(53.4030151367188, -113.63179397583)"
5580,Windsor Park,53.524076461792,-113.536865234375,"(53.524076461792, -113.536865234375)"
4650,Winterburn Industrial Area East,53.5569438934326,-113.675308227539,"(53.5569438934326, -113.675308227539)"
4670,Winterburn Industrial Area West,,,
3450,Woodcroft,53.5645942687988,-113.558326721191,"(53.5645942687988, -113.558326721191)"
1270,Yellowhead Corridor East,53.5792045593262,-113.451965332031,"(53.5792045593262, -113.451965332031)"
1280,Yellowhead Corridor West,53.5828399658203,-113.512733459473,"(53.5828399658203, -113.512733459473)"
2720,York,53.6028442382813,-113.430210113525,"(53.6028442382813, -113.430210113525)"
4660,Youngstown Industrial,53.5524749755859,-113.61058807373,"(53.5524749755859, -113.61058807373)"
